model,location,target_type,forecast_date,target_val,current_val,rel_score,average,nmod
weighted.mean_ensemble,PL,Cases,2022-01-03,31746.5177803485,104237.08576087,0.304560680573689,,5
weighted.mean_ensemble,PL,Deaths,2022-01-03,294.034204495765,238.311195652174,1.2338245531902,,5
weighted.mean_ensemble,PL,Cases,2022-01-10,47542.7962792531,121570.86326087,0.391070648048576,,5
weighted.mean_ensemble,PL,Deaths,2022-01-10,291.659359290469,385.558206521739,0.756459995811357,,5
weighted.mean_ensemble,PL,Cases,2022-01-17,81552.4025766277,83801.8510869565,0.973157531950043,,5
weighted.mean_ensemble,PL,Deaths,2022-01-17,331.842839302769,543.896195652174,0.610121640775338,,5
weighted.mean_ensemble,PL,Cases,2022-01-24,216488.077301601,136919.59326087,1.58113292733153,,5
weighted.mean_ensemble,PL,Deaths,2022-01-24,3118.03721578885,567.319402173913,5.4960877485255,,5
weighted.mean_ensemble,PL,Cases,2022-01-31,226673.555457013,197814.242173913,1.14589097815176,,5
weighted.mean_ensemble,PL,Deaths,2022-01-31,1665.0617725059,500.316032608696,3.3280200193148,,5
weighted.mean_ensemble,PL,Cases,2022-02-07,44664.5650734891,120275.29423913,0.371352781600246,,5
weighted.mean_ensemble,PL,Deaths,2022-02-07,278.065146177887,126.244891304348,2.20258533478028,,5
weighted.mean_ensemble,PL,Cases,2022-02-14,9527.43014144037,10851.3276086957,0.877996728603568,,5
weighted.mean_ensemble,PL,Deaths,2022-02-14,249.984981296374,117.380326086957,2.12970085899389,,5
weighted.mean_ensemble,PL,Cases,2022-02-21,9684.18650917047,9090.82054347826,1.06527089197882,,5
weighted.mean_ensemble,PL,Deaths,2022-02-21,172.428196620739,114.923804347826,1.50036972409016,,5
weighted.mean_ensemble,PL,Cases,2022-02-28,10416.8753975351,10661.3838043478,0.977065978366423,,5
weighted.mean_ensemble,PL,Deaths,2022-02-28,187.409752535062,103.000217391304,1.81950832028908,,5
weighted.mean_ensemble,PL,Cases,2022-03-07,9270.39759316603,6602.26369565218,1.40412410356631,,5
weighted.mean_ensemble,PL,Deaths,2022-03-07,71.1216469418101,84.9841304347826,0.836881504557952,,5
