model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
EuroCOVIDhub-baseline,GR,Cases,2022-02-21,3,1777.96826086957,307.260869565217,0,1470.70739130435,0.4,1,1,1721,2022-03-12
IEM_Health-CovidProject,GR,Cases,2022-02-21,3,13073.9143478261,0,7497.86956521739,5576.0447826087,-0.7,0,1,25589,2022-03-12
ILM-EKF,GR,Cases,2022-02-21,3,14706.3391304348,0,12.6521739130435,14693.6869565217,-0.1,1,1,291,2022-03-12
MUNI-ARIMA,GR,Cases,2022-02-21,3,5091.62304347826,0,107.782608695652,4983.84043478261,-0.2,1,1,2337,2022-03-12
RobertWalraven-ESG,GR,Cases,2022-02-21,3,15191.3882608696,0,10830.3043478261,4361.08391304348,-0.9,0,1,26991,2022-03-12
epiforecasts-EpiNow2,GR,Cases,2022-02-21,3,40955.0073913044,0,27436.7826086957,13518.2247826087,-0.7,0,1,80598,2022-03-12
epiforecasts-weeklygrowth,GR,Cases,2022-02-21,3,23331.2608695652,0,59.5217391304348,23271.7391304348,-0.1,1,1,1369,2022-03-12
EuroCOVIDhub-baseline,GR,Cases,2022-02-21,4,18822.5208695652,0,16911.652173913,1910.86869565217,-0.9,0,1,26474,2022-03-19
IEM_Health-CovidProject,GR,Cases,2022-02-21,4,32184.4430434783,0,23632.3043478261,8552.13869565218,-0.8,0,1,59609,2022-03-19
ILM-EKF,GR,Cases,2022-02-21,4,23972.1086956522,0,3118.73913043478,20853.3695652174,-0.3,1,1,29061,2022-03-19
MUNI-ARIMA,GR,Cases,2022-02-21,4,17888.0926086957,0,12275.2608695652,5612.83173913043,-0.8,0,1,31943,2022-03-19
RobertWalraven-ESG,GR,Cases,2022-02-21,4,44528.2086956522,0,39294.8260869565,5233.38260869565,-1,0,0,62915,2022-03-19
epiforecasts-EpiNow2,GR,Cases,2022-02-21,4,66176.3665217391,0,52814.1304347826,13362.2360869565,-0.8,0,1,125307,2022-03-19
epiforecasts-weeklygrowth,GR,Cases,2022-02-21,4,33920.8173913044,0,2421.39130434783,31499.4260869565,-0.2,1,1,30564,2022-03-19
EuroCOVIDhub-baseline,GR,Deaths,2022-02-21,1,85.7286956521739,79.0434782608696,0,6.68521739130435,0.98,0,0,122,2022-02-26
IEM_Health-CovidProject,GR,Deaths,2022-02-21,1,20.7821739130435,9.47826086956522,0,11.3039130434783,0.6,0,1,38,2022-02-26
ILM-EKF,GR,Deaths,2022-02-21,1,72.5891304347826,15.7391304347826,0,56.85,0.4,1,1,104,2022-02-26
MUNI-ARIMA,GR,Deaths,2022-02-21,1,25.9021739130435,13.6521739130435,0,12.25,0.7,0,1,48,2022-02-26
RobertWalraven-ESG,GR,Deaths,2022-02-21,1,68.1826086956522,60.8695652173913,0,7.31304347826087,1,0,0,94,2022-02-26
epiforecasts-EpiNow2,GR,Deaths,2022-02-21,1,114.955652173913,103.826086956522,0,11.1295652173913,1,0,0,154,2022-02-26
EuroCOVIDhub-baseline,GR,Deaths,2022-02-21,2,104.157391304348,91.3478260869565,0,12.8095652173913,0.95,0,0,157,2022-03-05
IEM_Health-CovidProject,GR,Deaths,2022-02-21,2,15.9604347826087,1.39130434782609,0,14.5691304347826,0.2,1,1,16,2022-03-05
ILM-EKF,GR,Deaths,2022-02-21,2,90.3347826086957,22.9565217391304,0,67.3782608695652,0.4,1,1,136,2022-03-05
MUNI-ARIMA,GR,Deaths,2022-02-21,2,21.494347826087,1.26086956521739,0,20.2334782608696,0.2,1,1,17,2022-03-05
RobertWalraven-ESG,GR,Deaths,2022-02-21,2,47.0904347826087,37.2173913043478,0,9.87304347826087,0.95,0,0,78,2022-03-05
epiforecasts-EpiNow2,GR,Deaths,2022-02-21,2,86.6121739130435,68.2173913043478,0,18.3947826086957,0.95,0,0,139,2022-03-05
EuroCOVIDhub-baseline,GR,Deaths,2022-02-21,3,143.506086956522,126.130434782609,0,17.375652173913,0.98,0,0,211,2022-03-12
IEM_Health-CovidProject,GR,Deaths,2022-02-21,3,20.0404347826087,2.26086956521739,0,17.7795652173913,0.3,1,1,24,2022-03-12
ILM-EKF,GR,Deaths,2022-02-21,3,115.908260869565,38.7826086956522,0,77.1256521739131,0.5,1,1,186,2022-03-12
MUNI-ARIMA,GR,Deaths,2022-02-21,3,29.2386956521739,1.17391304347826,0,28.0647826086957,0.2,1,1,19,2022-03-12
RobertWalraven-ESG,GR,Deaths,2022-02-21,3,48.6460869565217,36.4347826086957,0,12.2113043478261,0.9,0,1,84,2022-03-12
epiforecasts-EpiNow2,GR,Deaths,2022-02-21,3,62.6186956521739,21.7826086956522,0,40.8360869565217,0.5,1,1,95,2022-03-12
EuroCOVIDhub-baseline,GR,Deaths,2022-02-21,4,127.795217391304,106.913043478261,0,20.8821739130435,0.95,0,0,201,2022-03-19
IEM_Health-CovidProject,GR,Deaths,2022-02-21,4,25.7895652173913,0,4.52173913043478,21.2678260869565,-0.3,1,1,36,2022-03-19
ILM-EKF,GR,Deaths,2022-02-21,4,118.556086956522,29.9565217391304,0,88.5995652173913,0.5,1,1,173,2022-03-19
MUNI-ARIMA,GR,Deaths,2022-02-21,4,37.134347826087,0,2.17391304347826,34.9604347826087,-0.2,1,1,30,2022-03-19
RobertWalraven-ESG,GR,Deaths,2022-02-21,4,19.1508695652174,4.43478260869565,0,14.7160869565217,0.4,1,1,30,2022-03-19
epiforecasts-EpiNow2,GR,Deaths,2022-02-21,4,72.5786956521739,0,3.26086956521739,69.3178260869565,-0.2,1,1,43,2022-03-19
EuroCOVIDhub-baseline,HR,Cases,2022-02-21,1,7128.07130434783,6826.91304347826,0,301.158260869565,0.98,0,0,9561,2022-02-26
IEM_Health-CovidProject,HR,Cases,2022-02-21,1,3979.69956521739,2354.34782608696,0,1625.35173913043,0.7,0,1,7398,2022-02-26
ILM-EKF,HR,Cases,2022-02-21,1,1313.07086956522,507,0,806.070869565217,0.5,1,1,2325,2022-02-26
MUNI-ARIMA,HR,Cases,2022-02-21,1,909.532608695652,405.95652173913,0,503.576086956522,0.6,0,1,1467,2022-02-26
RobertWalraven-ESG,HR,Cases,2022-02-21,1,2117.10565217391,1052.47826086957,0,1064.62739130435,0.6,0,1,3983,2022-02-26
epiforecasts-EpiNow2,HR,Cases,2022-02-21,1,919.978260869565,19.7391304347826,0,900.239130434783,0.1,1,1,454,2022-02-26
epiforecasts-weeklygrowth,HR,Cases,2022-02-21,1,2011.33913043478,959.95652173913,0,1051.38260869565,0.6,0,1,3589,2022-02-26
EuroCOVIDhub-baseline,HR,Cases,2022-02-21,2,10808.9434782609,10149,0,659.94347826087,1,0,0,14587,2022-03-05
IEM_Health-CovidProject,HR,Cases,2022-02-21,2,4708.78304347826,3005.4347826087,0,1703.34826086957,0.8,0,1,8569,2022-03-05
ILM-EKF,HR,Cases,2022-02-21,2,1308.64,316.347826086957,0,992.292173913043,0.4,1,1,1974,2022-03-05
MUNI-ARIMA,HR,Cases,2022-02-21,2,1228.47391304348,377.521739130435,0,850.952173913044,0.4,1,1,2087,2022-03-05
RobertWalraven-ESG,HR,Cases,2022-02-21,2,1658.68913043478,246.086956521739,0,1412.60217391304,0.3,1,1,2140,2022-03-05
epiforecasts-EpiNow2,HR,Cases,2022-02-21,2,1072.98086956522,0,5.73913043478261,1067.24173913043,-0.1,1,1,132,2022-03-05
epiforecasts-weeklygrowth,HR,Cases,2022-02-21,2,2460.65652173913,1035,0,1425.65652173913,0.6,0,1,4315,2022-03-05
EuroCOVIDhub-baseline,HR,Cases,2022-02-21,3,10039.4856521739,9073.34782608696,0,966.137826086957,0.98,0,0,14495,2022-03-12
IEM_Health-CovidProject,HR,Cases,2022-02-21,3,2934.89739130435,1230.17391304348,0,1704.72347826087,0.6,0,1,5368,2022-03-12
ILM-EKF,HR,Cases,2022-02-21,3,1243.52652173913,0,227.391304347826,1016.1352173913,-0.3,1,1,1774,2022-03-12
MUNI-ARIMA,HR,Cases,2022-02-21,3,1224.8352173913,0,0.695652173913044,1224.13956521739,-0.1,1,1,16,2022-03-12
RobertWalraven-ESG,HR,Cases,2022-02-21,3,1978.78217391304,0,332.782608695652,1645.99956521739,-0.3,1,1,2792,2022-03-12
epiforecasts-EpiNow2,HR,Cases,2022-02-21,3,1946.24217391304,0,903.173913043478,1043.06826086957,-0.5,1,1,3819,2022-03-12
epiforecasts-weeklygrowth,HR,Cases,2022-02-21,3,1785.00869565217,96.9130434782609,0,1688.09565217391,0.2,1,1,1323,2022-03-12
EuroCOVIDhub-baseline,HR,Cases,2022-02-21,4,8539.89913043478,7319.17391304348,0,1220.7252173913,0.95,0,0,13291,2022-03-19
IEM_Health-CovidProject,HR,Cases,2022-02-21,4,1890.37434782609,84.1739130434783,0,1806.20043478261,0.2,1,1,1348,2022-03-19
ILM-EKF,HR,Cases,2022-02-21,4,2775.89608695652,0,1826.26086956522,949.635217391304,-0.7,0,1,5456,2022-03-19
MUNI-ARIMA,HR,Cases,2022-02-21,4,1781.55347826087,0,65.0869565217391,1716.46652173913,-0.2,1,1,1199,2022-03-19
RobertWalraven-ESG,HR,Cases,2022-02-21,4,3351.78304347826,0,1707.86956521739,1643.91347826087,-0.6,0,1,7137,2022-03-19
epiforecasts-EpiNow2,HR,Cases,2022-02-21,4,3807.35086956522,0,2897.04347826087,910.307391304348,-0.8,0,1,7238,2022-03-19
epiforecasts-weeklygrowth,HR,Cases,2022-02-21,4,2083.90869565217,0,160.130434782609,1923.77826086957,-0.2,1,1,2001,2022-03-19
EuroCOVIDhub-baseline,HR,Deaths,2022-02-21,1,83.904347826087,79.7391304347826,0,4.16521739130435,1,0,0,110,2022-02-26
IEM_Health-CovidProject,HR,Deaths,2022-02-21,1,67.3630434782609,60.2173913043478,0,7.14565217391304,1,0,0,93,2022-02-26
ILM-EKF,HR,Deaths,2022-02-21,1,36.0534782608696,5.21739130434783,0,30.8360869565217,0.3,1,1,44,2022-02-26
MUNI-ARIMA,HR,Deaths,2022-02-21,1,69.2273913043478,61.4347826086957,0,7.79260869565217,1,0,0,93,2022-02-26
RobertWalraven-ESG,HR,Deaths,2022-02-21,1,42.9491304347826,35.6521739130435,0,7.29695652173913,0.95,0,0,68,2022-02-26
epiforecasts-EpiNow2,HR,Deaths,2022-02-21,1,11.134347826087,3.95652173913043,0,7.17782608695652,0.5,1,1,19,2022-02-26
EuroCOVIDhub-baseline,HR,Deaths,2022-02-21,2,129.387826086957,121,0,8.38782608695652,1,0,0,167,2022-03-05
IEM_Health-CovidProject,HR,Deaths,2022-02-21,2,110.7,100.913043478261,0,9.78695652173913,1,0,0,143,2022-03-05
ILM-EKF,HR,Deaths,2022-02-21,2,31.7965217391304,3.04347826086957,0,28.7530434782609,0.3,1,1,32,2022-03-05
MUNI-ARIMA,HR,Deaths,2022-02-21,2,92.1552173913044,78.8695652173913,0,13.285652173913,1,0,0,130,2022-03-05
RobertWalraven-ESG,HR,Deaths,2022-02-21,2,62.1786956521739,52.4782608695652,0,9.7004347826087,0.98,0,0,95,2022-03-05
epiforecasts-EpiNow2,HR,Deaths,2022-02-21,2,6.20739130434783,0.173913043478261,0,6.03347826086957,0.1,1,1,4,2022-03-05
EuroCOVIDhub-baseline,HR,Deaths,2022-02-21,3,175.95,164.434782608696,0,11.5152173913043,1,0,0,222,2022-03-12
IEM_Health-CovidProject,HR,Deaths,2022-02-21,3,153.351304347826,139.260869565217,0,14.0904347826087,1,0,0,197,2022-03-12
ILM-EKF,HR,Deaths,2022-02-21,3,25.8908695652174,2.21739130434783,0,23.6734782608696,0.3,1,1,25,2022-03-12
MUNI-ARIMA,HR,Deaths,2022-02-21,3,107.792608695652,89.2608695652174,0,18.5317391304348,1,0,0,159,2022-03-12
RobertWalraven-ESG,HR,Deaths,2022-02-21,3,81.135652173913,69,0,12.135652173913,0.98,0,0,123,2022-03-12
epiforecasts-EpiNow2,HR,Deaths,2022-02-21,3,6.4204347826087,0,0.0434782608695652,6.37695652173913,-0.1,1,1,1,2022-03-12
EuroCOVIDhub-baseline,HR,Deaths,2022-02-21,4,191.859130434783,177.95652173913,0,13.9026086956522,1,0,0,245,2022-03-19
IEM_Health-CovidProject,HR,Deaths,2022-02-21,4,161.995652173913,140.652173913043,0,21.3434782608696,1,0,0,215,2022-03-19
ILM-EKF,HR,Deaths,2022-02-21,4,17.9908695652174,0,0,17.9908695652174,0,1,1,0,2022-03-19
MUNI-ARIMA,HR,Deaths,2022-02-21,4,96.1182608695652,73.2608695652174,0,22.8573913043478,0.95,0,0,155,2022-03-19
RobertWalraven-ESG,HR,Deaths,2022-02-21,4,73.6752173913044,59.0434782608696,0,14.6317391304348,0.95,0,0,120,2022-03-19
epiforecasts-EpiNow2,HR,Deaths,2022-02-21,4,13.7791304347826,0,6.04347826086957,7.73565217391304,-0.6,0,1,25,2022-03-19
EuroCOVIDhub-baseline,HU,Cases,2022-02-21,1,12796.1965217391,12180.5652173913,0,615.631304347826,0.95,0,0,17683,2022-02-26
IEM_Health-CovidProject,HU,Cases,2022-02-21,1,4930.75695652174,2698.65217391304,0,2232.1047826087,0.7,0,1,9281,2022-02-26
ILM-EKF,HU,Cases,2022-02-21,1,1584.71608695652,34.5652173913044,0,1550.15086956522,0.1,1,1,795,2022-02-26
MUNI-ARIMA,HU,Cases,2022-02-21,1,6695.11956521739,0,5862.69565217391,832.423913043478,-1,0,0,10476,2022-02-26
RobertWalraven-ESG,HU,Cases,2022-02-21,1,5788.35739130435,3895.60869565217,0,1892.74869565217,0.8,0,1,10523,2022-02-26
epiforecasts-EpiNow2,HU,Cases,2022-02-21,1,3440.96,0,238.652173913043,3202.30782608696,-0.2,1,1,3135,2022-02-26
epiforecasts-weeklygrowth,HU,Cases,2022-02-21,1,4024.47826086957,1002.17391304348,0,3022.30434782609,0.4,1,1,6150,2022-02-26
EuroCOVIDhub-baseline,HU,Cases,2022-02-21,2,21197.2356521739,19811.6086956522,0,1385.62695652174,0.98,0,0,29561,2022-03-05
IEM_Health-CovidProject,HU,Cases,2022-02-21,2,7327.58782608696,5081.69565217391,0,2245.89217391304,0.9,0,1,13155,2022-03-05
ILM-EKF,HU,Cases,2022-02-21,2,2223.06652173913,153.608695652174,0,2069.45782608696,0.2,1,1,1949,2022-03-05
MUNI-ARIMA,HU,Cases,2022-02-21,2,8226.05826086957,0,7185.5652173913,1040.49304347826,-0.95,0,0,12974,2022-03-05
RobertWalraven-ESG,HU,Cases,2022-02-21,2,5227.89391304348,2704.17391304348,0,2523.72,0.6,0,1,9880,2022-03-05
epiforecasts-EpiNow2,HU,Cases,2022-02-21,2,3906.13217391304,0,382.826086956522,3523.30608695652,-0.3,1,1,4175,2022-03-05
epiforecasts-weeklygrowth,HU,Cases,2022-02-21,2,5667.6652173913,1689.21739130435,0,3978.44782608696,0.5,1,1,8828,2022-03-05
EuroCOVIDhub-baseline,HU,Cases,2022-02-21,3,25781.152173913,23679.6086956522,0,2101.54347826087,1,0,0,36117,2022-03-12
IEM_Health-CovidProject,HU,Cases,2022-02-21,3,6940.33434782609,4692.69565217391,0,2247.63869565217,0.9,0,1,12082,2022-03-12
ILM-EKF,HU,Cases,2022-02-21,3,2206.26347826087,41.7826086956522,0,2164.48086956522,0.1,1,1,961,2022-03-12
MUNI-ARIMA,HU,Cases,2022-02-21,3,5615.54695652174,0,4491.13043478261,1124.41652173913,-0.9,0,1,10222,2022-03-12
RobertWalraven-ESG,HU,Cases,2022-02-21,3,4286.53217391304,1172.78260869565,0,3113.74956521739,0.4,1,1,7084,2022-03-12
epiforecasts-EpiNow2,HU,Cases,2022-02-21,3,4066.89652173913,0,658.826086956522,3408.07043478261,-0.3,1,1,5199,2022-03-12
epiforecasts-weeklygrowth,HU,Cases,2022-02-21,3,6570.78260869565,1632.86956521739,0,4937.91304347826,0.5,1,1,9484,2022-03-12
EuroCOVIDhub-baseline,HU,Cases,2022-02-21,4,28796.6204347826,26105.0434782609,0,2691.57695652174,0.98,0,0,40706,2022-03-19
IEM_Health-CovidProject,HU,Cases,2022-02-21,4,6458.08260869565,4066.91304347826,0,2391.16956521739,0.8,0,1,11297,2022-03-19
ILM-EKF,HU,Cases,2022-02-21,4,2050.40782608696,18.1304347826087,0,2032.27739130435,0.1,1,1,417,2022-03-19
MUNI-ARIMA,HU,Cases,2022-02-21,4,2398.22347826087,0,609.652173913044,1788.57130434783,-0.4,1,1,3944,2022-03-19
RobertWalraven-ESG,HU,Cases,2022-02-21,4,4021.17086956522,490.434782608696,0,3530.73608695652,0.3,1,1,4946,2022-03-19
epiforecasts-EpiNow2,HU,Cases,2022-02-21,4,3749.41130434783,0,672.478260869565,3076.93304347826,-0.3,1,1,4807,2022-03-19
epiforecasts-weeklygrowth,HU,Cases,2022-02-21,4,7727.30434782609,1898.13043478261,0,5829.17391304348,0.5,1,1,9873,2022-03-19
EuroCOVIDhub-baseline,HU,Deaths,2022-02-21,1,18.7486956521739,5.65217391304348,0,13.0965217391304,0.5,1,1,20,2022-02-26
IEM_Health-CovidProject,HU,Deaths,2022-02-21,1,75.4491304347826,60.1304347826087,0,15.3186956521739,0.95,0,0,123,2022-02-26
ILM-EKF,HU,Deaths,2022-02-21,1,65.7769565217391,0,7.17391304347826,58.6030434782609,-0.3,1,1,75,2022-02-26
MUNI-ARIMA,HU,Deaths,2022-02-21,1,57.9104347826087,34,0,23.9104347826087,0.8,0,1,104,2022-02-26
RobertWalraven-ESG,HU,Deaths,2022-02-21,1,18.7986956521739,0,3,15.7986956521739,-0.3,1,1,25,2022-02-26
epiforecasts-EpiNow2,HU,Deaths,2022-02-21,1,230.334347826087,0,208.478260869565,21.8560869565217,-1,0,0,331,2022-02-26
EuroCOVIDhub-baseline,HU,Deaths,2022-02-21,2,98.1947826086957,71.2173913043478,0,26.9773913043478,0.8,0,1,172,2022-03-05
IEM_Health-CovidProject,HU,Deaths,2022-02-21,2,276.850869565217,251.652173913043,0,25.1986956521739,1,0,0,358,2022-03-05
ILM-EKF,HU,Deaths,2022-02-21,2,68.1426086956522,0,3.69565217391304,64.4469565217391,-0.2,1,1,53,2022-03-05
MUNI-ARIMA,HU,Deaths,2022-02-21,2,246.769130434783,210.869565217391,0,35.8995652173913,1,0,0,348,2022-03-05
RobertWalraven-ESG,HU,Deaths,2022-02-21,2,48.1117391304348,27,0,21.1117391304348,0.7,0,1,91,2022-03-05
epiforecasts-EpiNow2,HU,Deaths,2022-02-21,2,192.615652173913,0,164.304347826087,28.3113043478261,-0.9,0,1,329,2022-03-05
EuroCOVIDhub-baseline,HU,Deaths,2022-02-21,3,207.046086956522,169.086956521739,0,37.9591304347826,0.9,0,1,339,2022-03-12
IEM_Health-CovidProject,HU,Deaths,2022-02-21,3,500.459130434783,460.391304347826,0,40.0678260869565,1,0,0,613,2022-03-12
ILM-EKF,HU,Deaths,2022-02-21,3,57.0082608695652,0,1.08695652173913,55.9213043478261,-0.1,1,1,25,2022-03-12
MUNI-ARIMA,HU,Deaths,2022-02-21,3,416.857391304348,361.869565217391,0,54.9878260869565,1,0,0,561,2022-03-12
RobertWalraven-ESG,HU,Deaths,2022-02-21,3,125.385652173913,99.0434782608696,0,26.3421739130435,0.95,0,0,208,2022-03-12
epiforecasts-EpiNow2,HU,Deaths,2022-02-21,3,136.192173913044,0,101.782608695652,34.4095652173913,-0.8,0,1,253,2022-03-12
EuroCOVIDhub-baseline,HU,Deaths,2022-02-21,4,241.665652173913,194.95652173913,0,46.7091304347826,0.9,0,1,398,2022-03-19
IEM_Health-CovidProject,HU,Deaths,2022-02-21,4,590.018260869565,518.826086956522,0,71.1921739130435,1,0,0,763,2022-03-19
ILM-EKF,HU,Deaths,2022-02-21,4,52.2008695652174,0,10.695652173913,41.5052173913044,-0.3,1,1,78,2022-03-19
MUNI-ARIMA,HU,Deaths,2022-02-21,4,448.288260869565,375.173913043478,0,73.114347826087,1,0,0,639,2022-03-19
RobertWalraven-ESG,HU,Deaths,2022-02-21,4,126.68347826087,95.0434782608696,0,31.64,0.9,0,1,218,2022-03-19
epiforecasts-EpiNow2,HU,Deaths,2022-02-21,4,138.36652173913,0,101.304347826087,37.0621739130435,-0.7,0,1,250,2022-03-19
EuroCOVIDhub-baseline,IT,Cases,2022-02-21,1,51967.6869565218,48732.7826086957,0,3234.90434782609,0.95,0,0,69536,2022-02-26
IEM_Health-CovidProject,IT,Cases,2022-02-21,1,13577.4339130435,150.260869565217,0,13427.1730434783,0.1,1,1,3456,2022-02-26
ILM-EKF,IT,Cases,2022-02-21,1,13590.8943478261,0,3551.39130434783,10039.5030434783,-0.4,1,1,22172,2022-02-26
MUNI-ARIMA,IT,Cases,2022-02-21,1,14392.567826087,9355.08695652174,0,5037.48086956522,0.8,0,1,24113,2022-02-26
RobertWalraven-ESG,IT,Cases,2022-02-21,1,19174.827826087,0,7422.52173913044,11752.3060869565,-0.5,1,1,34754,2022-02-26
epiforecasts-EpiNow2,IT,Cases,2022-02-21,1,17175.79,0,6051.08695652174,11124.7030434783,-0.5,1,1,30691,2022-02-26
epiforecasts-weeklygrowth,IT,Cases,2022-02-21,1,15678.3043478261,0,770.478260869565,14907.8260869565,-0.2,1,1,11907,2022-02-26
EuroCOVIDhub-baseline,IT,Cases,2022-02-21,2,82666.1773913044,75621.0434782609,0,7045.13391304348,0.9,0,1,116900,2022-03-05
IEM_Health-CovidProject,IT,Cases,2022-02-21,2,14234.6430434783,0,257.608695652174,13977.0343478261,-0.1,1,1,5925,2022-03-05
ILM-EKF,IT,Cases,2022-02-21,2,24797.3247826087,0,8351.91304347826,16445.4117391304,-0.5,1,1,44586,2022-03-05
MUNI-ARIMA,IT,Cases,2022-02-21,2,55371.2695652174,43054.2173913044,0,12317.052173913,0.95,0,0,87155,2022-03-05
RobertWalraven-ESG,IT,Cases,2022-02-21,2,39766.1791304348,0,24096.3913043478,15669.787826087,-0.7,0,1,74361,2022-03-05
epiforecasts-EpiNow2,IT,Cases,2022-02-21,2,27925.0904347826,0,9811.82608695652,18113.2643478261,-0.5,1,1,50668,2022-03-05
epiforecasts-weeklygrowth,IT,Cases,2022-02-21,2,23999.6086956522,0,983.869565217391,23015.7391304348,-0.2,1,1,17543,2022-03-05
EuroCOVIDhub-baseline,IT,Cases,2022-02-21,3,26807.4717391304,16445.0869565217,0,10362.3847826087,0.7,0,1,41487,2022-03-12
IEM_Health-CovidProject,IT,Cases,2022-02-21,3,79572.9091304348,0,64791.7826086957,14781.1265217391,-0.95,0,0,130655,2022-03-12
ILM-EKF,IT,Cases,2022-02-21,3,94305.8730434783,0,73924.347826087,20381.5252173913,-0.9,0,1,170788,2022-03-12
MUNI-ARIMA,IT,Cases,2022-02-21,3,42984.842173913,19812.2608695652,0,23172.5813043478,0.6,0,1,73792,2022-03-12
RobertWalraven-ESG,IT,Cases,2022-02-21,3,140577.259130435,0,121312.086956522,19265.172173913,-0.98,0,0,209308,2022-03-12
epiforecasts-EpiNow2,IT,Cases,2022-02-21,3,96058.4234782609,0,73733.1739130435,22325.2495652174,-0.8,0,1,178967,2022-03-12
epiforecasts-weeklygrowth,IT,Cases,2022-02-21,3,63663.8695652174,0,31631.1304347826,32032.7391304348,-0.6,0,1,123956,2022-03-12
EuroCOVIDhub-baseline,IT,Cases,2022-02-21,4,65428.5882608696,0,51551.9565217391,13876.6317391304,-0.8,0,1,102557,2022-03-19
IEM_Health-CovidProject,IT,Cases,2022-02-21,4,233043.599565217,0,216512.869565217,16530.73,-0.98,0,0,318372,2022-03-19
ILM-EKF,IT,Cases,2022-02-21,4,227197.440434783,0,204946.782608696,22250.657826087,-0.95,0,0,354532,2022-03-19
MUNI-ARIMA,IT,Cases,2022-02-21,4,36567.7217391304,450.260869565217,0,36117.4608695652,0.1,1,1,10356,2022-03-19
RobertWalraven-ESG,IT,Cases,2022-02-21,4,308729.324347826,0,287148.260869565,21581.0634782609,-1,0,0,393234,2022-03-19
epiforecasts-EpiNow2,IT,Cases,2022-02-21,4,226633.522608696,0,203296.434782609,23337.087826087,-0.95,0,0,363450,2022-03-19
epiforecasts-weeklygrowth,IT,Cases,2022-02-21,4,150302.956521739,0,107521.739130435,42781.2173913043,-0.7,0,1,287000,2022-03-19
EuroCOVIDhub-baseline,IT,Deaths,2022-02-21,1,288.207826086956,244.086956521739,0,44.1208695652174,0.9,0,1,456,2022-02-26
IEM_Health-CovidProject,IT,Deaths,2022-02-21,1,66.6017391304348,3.69565217391304,0,62.9060869565218,0.2,1,1,53,2022-02-26
ILM-EKF,IT,Deaths,2022-02-21,1,233.235652173913,0.608695652173913,0,232.626956521739,0.1,1,1,14,2022-02-26
MUNI-ARIMA,IT,Deaths,2022-02-21,1,54.2321739130435,19.3913043478261,0,34.8408695652174,0.5,1,1,92,2022-02-26
RobertWalraven-ESG,IT,Deaths,2022-02-21,1,204.170434782609,153.130434782609,0,51.04,0.9,0,1,352,2022-02-26
epiforecasts-EpiNow2,IT,Deaths,2022-02-21,1,110.153913043478,0,95.4782608695652,14.675652173913,-0.98,0,0,166,2022-02-26
EuroCOVIDhub-baseline,IT,Deaths,2022-02-21,2,391.24347826087,303.913043478261,0,87.3304347826087,0.9,0,1,658,2022-03-05
IEM_Health-CovidProject,IT,Deaths,2022-02-21,2,78.9647826086957,1.56521739130435,0,77.3995652173913,0.1,1,1,36,2022-03-05
ILM-EKF,IT,Deaths,2022-02-21,2,254.60347826087,0,15,239.60347826087,-0.2,1,1,203,2022-03-05
MUNI-ARIMA,IT,Deaths,2022-02-21,2,76.5052173913044,10.0434782608696,0,66.4617391304348,0.3,1,1,87,2022-03-05
RobertWalraven-ESG,IT,Deaths,2022-02-21,2,190.206956521739,122.130434782609,0,68.0765217391304,0.8,0,1,351,2022-03-05
epiforecasts-EpiNow2,IT,Deaths,2022-02-21,2,342.904782608696,0,331.826086956522,11.0786956521739,-1,0,0,384,2022-03-05
EuroCOVIDhub-baseline,IT,Deaths,2022-02-21,3,622.288260869565,500.782608695652,0,121.505652173913,0.9,0,1,1024,2022-03-12
IEM_Health-CovidProject,IT,Deaths,2022-02-21,3,128.452173913044,42.5217391304348,0,85.9304347826087,0.5,1,1,218,2022-03-12
ILM-EKF,IT,Deaths,2022-02-21,3,213.874782608696,0,10.8695652173913,203.005217391304,-0.2,1,1,156,2022-03-12
MUNI-ARIMA,IT,Deaths,2022-02-21,3,211.390434782609,104.652173913043,0,106.738260869565,0.7,0,1,377,2022-03-12
RobertWalraven-ESG,IT,Deaths,2022-02-21,3,297.352173913043,212.260869565217,0,85.0913043478261,0.9,0,1,528,2022-03-12
epiforecasts-EpiNow2,IT,Deaths,2022-02-21,3,241.046086956522,0,232.434782608696,8.61130434782609,-1,0,0,274,2022-03-12
EuroCOVIDhub-baseline,IT,Deaths,2022-02-21,4,658.291304347826,508.347826086957,0,149.94347826087,0.9,0,1,1114,2022-03-19
IEM_Health-CovidProject,IT,Deaths,2022-02-21,4,113.42,18.5217391304348,0,94.8982608695652,0.3,1,1,142,2022-03-19
ILM-EKF,IT,Deaths,2022-02-21,4,206.401304347826,0,38.1304347826087,168.270869565217,-0.3,1,1,287,2022-03-19
MUNI-ARIMA,IT,Deaths,2022-02-21,4,272.521304347826,119.04347826087,0,153.477826086957,0.6,0,1,476,2022-03-19
RobertWalraven-ESG,IT,Deaths,2022-02-21,4,236.94,134.826086956522,0,102.113913043478,0.7,0,1,445,2022-03-19
epiforecasts-EpiNow2,IT,Deaths,2022-02-21,4,246.160434782609,0,217.304347826087,28.8560869565217,-0.95,0,0,372,2022-03-19
EuroCOVIDhub-baseline,LT,Cases,2022-02-21,1,427.444347826087,211.782608695652,0,215.661739130435,0.6,0,1,599,2022-02-26
