model,location,target_type,forecast_date,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,target_end_date
median_ensemble,PL,Cases,2021-03-29,3,131502.156521739,17817.2,0,113684.956521739,-0.559130434782609,1,177516,2021-04-17
median_ensemble,CZ,Deaths,2021-03-29,3,131.121739130435,57.4695652173913,0,73.6521739130435,-0.211304347826087,0.8,236,2021-04-17
median_ensemble,DE,Deaths,2021-03-29,3,178.307391304348,99.09,0,79.2173913043478,-0.0373913043478261,0.6,292,2021-04-17
median_ensemble,FR,Deaths,2021-03-29,3,442.485652173913,327.050869565217,0,115.434782608696,0.0495652173913044,0.5,659,2021-04-17
median_ensemble,GB,Deaths,2021-03-29,3,54.1626086956522,34.7713043478261,0,19.3913043478261,0.0495652173913044,0.5,100,2021-04-17
median_ensemble,PL,Deaths,2021-03-29,3,441.859565217391,383.99,0,57.8695652173913,0.223478260869565,0.3,665,2021-04-17
median_ensemble,CZ,Cases,2021-03-29,4,2819.69304347826,2499.49739130435,0,320.195652173913,0.223478260869565,0.3,2843.5,2021-04-24
median_ensemble,DE,Cases,2021-03-29,4,52965.7617391304,23955.3704347826,0,29010.3913043478,-0.124347826086957,0.7,108047,2021-04-24
median_ensemble,FR,Cases,2021-03-29,4,114249.977826087,51747.7169565218,0,62502.2608695652,-0.211304347826087,0.8,152146,2021-04-24
median_ensemble,GB,Cases,2021-03-29,4,7690.64086956522,3166.68434782609,0,4523.95652173913,-0.124347826086957,0.7,14685,2021-04-24
median_ensemble,PL,Cases,2021-03-29,4,191727.803478261,19970.5860869565,0,171757.217391304,-0.559130434782609,1,249023,2021-04-24
median_ensemble,CZ,Deaths,2021-03-29,4,143.389565217391,63.1286956521739,0,80.2608695652174,-0.211304347826087,0.8,248,2021-04-24
