ensid,model,modelid,k
1012,MIMUW-StochSEIR,5,12
1012,MIT_CovidAnalytics-DELPHI,6,12
1012,MOCOS-agent1,7,12
1012,RobertWalraven-ESG,8,12
1012,epiforecasts-EpiExpert,9,12
1012,UMass-MechBayes,10,12
1012,epiforecasts-EpiExpert_Rt,11,12
1012,epiforecasts-EpiExpert_direct,12,12
1013,EuroCOVIDhub-baseline,1,12
1013,IEM_Health-CovidProject,2,12
1013,ILM-EKF,3,12
1013,ITWW-county_repro,4,12
1013,MIMUW-StochSEIR,5,12
1013,MIT_CovidAnalytics-DELPHI,6,12
1013,MOCOS-agent1,7,12
1013,RobertWalraven-ESG,8,12
1013,epiforecasts-EpiExpert,9,12
1013,UMass-MechBayes,10,12
1013,epiforecasts-EpiExpert_Rt,11,12
1013,MUNI-ARIMA,12,12
1014,EuroCOVIDhub-baseline,1,12
1014,IEM_Health-CovidProject,2,12
1014,ILM-EKF,3,12
1014,ITWW-county_repro,4,12
1014,MIMUW-StochSEIR,5,12
1014,MIT_CovidAnalytics-DELPHI,6,12
1014,MOCOS-agent1,7,12
1014,RobertWalraven-ESG,8,12
1014,epiforecasts-EpiExpert,9,12
1014,UMass-MechBayes,10,12
1014,epiforecasts-EpiExpert_Rt,11,12
1014,Karlen-pypm,12,12
1015,EuroCOVIDhub-baseline,1,12
1015,IEM_Health-CovidProject,2,12
1015,ILM-EKF,3,12
1015,ITWW-county_repro,4,12
1015,MIMUW-StochSEIR,5,12
1015,MIT_CovidAnalytics-DELPHI,6,12
1015,MOCOS-agent1,7,12
1015,RobertWalraven-ESG,8,12
1015,epiforecasts-EpiExpert,9,12
1015,UMass-MechBayes,10,12
1015,epiforecasts-EpiExpert_direct,11,12
1015,MUNI-ARIMA,12,12
1016,EuroCOVIDhub-baseline,1,12
1016,IEM_Health-CovidProject,2,12
1016,ILM-EKF,3,12
1016,ITWW-county_repro,4,12
1016,MIMUW-StochSEIR,5,12
1016,MIT_CovidAnalytics-DELPHI,6,12
1016,MOCOS-agent1,7,12
1016,RobertWalraven-ESG,8,12
1016,epiforecasts-EpiExpert,9,12
1016,UMass-MechBayes,10,12
1016,epiforecasts-EpiExpert_direct,11,12
1016,Karlen-pypm,12,12
1017,EuroCOVIDhub-baseline,1,12
1017,IEM_Health-CovidProject,2,12
1017,ILM-EKF,3,12
1017,ITWW-county_repro,4,12
1017,MIMUW-StochSEIR,5,12
1017,MIT_CovidAnalytics-DELPHI,6,12
1017,MOCOS-agent1,7,12
1017,RobertWalraven-ESG,8,12
1017,epiforecasts-EpiExpert,9,12
1017,UMass-MechBayes,10,12
1017,MUNI-ARIMA,11,12
1017,Karlen-pypm,12,12
1018,EuroCOVIDhub-baseline,1,12
1018,IEM_Health-CovidProject,2,12
1018,ILM-EKF,3,12
1018,ITWW-county_repro,4,12
1018,MIMUW-StochSEIR,5,12
1018,MIT_CovidAnalytics-DELPHI,6,12
1018,MOCOS-agent1,7,12
1018,RobertWalraven-ESG,8,12
1018,epiforecasts-EpiExpert,9,12
1018,epiforecasts-EpiExpert_Rt,10,12
1018,epiforecasts-EpiExpert_direct,11,12
1018,MUNI-ARIMA,12,12
1019,EuroCOVIDhub-baseline,1,12
1019,IEM_Health-CovidProject,2,12
1019,ILM-EKF,3,12
1019,ITWW-county_repro,4,12
1019,MIMUW-StochSEIR,5,12
1019,MIT_CovidAnalytics-DELPHI,6,12
1019,MOCOS-agent1,7,12
1019,RobertWalraven-ESG,8,12
1019,epiforecasts-EpiExpert,9,12
1019,epiforecasts-EpiExpert_Rt,10,12
1019,epiforecasts-EpiExpert_direct,11,12
1019,Karlen-pypm,12,12
1020,EuroCOVIDhub-baseline,1,12
1020,IEM_Health-CovidProject,2,12
1020,ILM-EKF,3,12
1020,ITWW-county_repro,4,12
1020,MIMUW-StochSEIR,5,12
1020,MIT_CovidAnalytics-DELPHI,6,12
1020,MOCOS-agent1,7,12
1020,RobertWalraven-ESG,8,12
1020,epiforecasts-EpiExpert,9,12
1020,epiforecasts-EpiExpert_Rt,10,12
1020,MUNI-ARIMA,11,12
1020,Karlen-pypm,12,12
1021,EuroCOVIDhub-baseline,1,12
1021,IEM_Health-CovidProject,2,12
1021,ILM-EKF,3,12
1021,ITWW-county_repro,4,12
1021,MIMUW-StochSEIR,5,12
1021,MIT_CovidAnalytics-DELPHI,6,12
1021,MOCOS-agent1,7,12
1021,RobertWalraven-ESG,8,12
1021,epiforecasts-EpiExpert,9,12
1021,epiforecasts-EpiExpert_direct,10,12
1021,MUNI-ARIMA,11,12
1021,Karlen-pypm,12,12
1022,EuroCOVIDhub-baseline,1,12
1022,IEM_Health-CovidProject,2,12
1022,ILM-EKF,3,12
1022,ITWW-county_repro,4,12
1022,MIMUW-StochSEIR,5,12
1022,MIT_CovidAnalytics-DELPHI,6,12
1022,MOCOS-agent1,7,12
1022,RobertWalraven-ESG,8,12
1022,epiforecasts-EpiNow2,9,12
1022,UMass-MechBayes,10,12
1022,epiforecasts-EpiExpert_Rt,11,12
1022,epiforecasts-EpiExpert_direct,12,12
1023,EuroCOVIDhub-baseline,1,12
1023,IEM_Health-CovidProject,2,12
1023,ILM-EKF,3,12
1023,ITWW-county_repro,4,12
1023,MIMUW-StochSEIR,5,12
1023,MIT_CovidAnalytics-DELPHI,6,12
1023,MOCOS-agent1,7,12
1023,RobertWalraven-ESG,8,12
1023,epiforecasts-EpiNow2,9,12
1023,UMass-MechBayes,10,12
1023,epiforecasts-EpiExpert_Rt,11,12
1023,MUNI-ARIMA,12,12
1024,EuroCOVIDhub-baseline,1,12
1024,IEM_Health-CovidProject,2,12
1024,ILM-EKF,3,12
1024,ITWW-county_repro,4,12
1024,MIMUW-StochSEIR,5,12
1024,MIT_CovidAnalytics-DELPHI,6,12
1024,MOCOS-agent1,7,12
1024,RobertWalraven-ESG,8,12
1024,epiforecasts-EpiNow2,9,12
1024,UMass-MechBayes,10,12
1024,epiforecasts-EpiExpert_Rt,11,12
1024,Karlen-pypm,12,12
1025,EuroCOVIDhub-baseline,1,12
1025,IEM_Health-CovidProject,2,12
1025,ILM-EKF,3,12
1025,ITWW-county_repro,4,12
1025,MIMUW-StochSEIR,5,12
1025,MIT_CovidAnalytics-DELPHI,6,12
1025,MOCOS-agent1,7,12
1025,RobertWalraven-ESG,8,12
1025,epiforecasts-EpiNow2,9,12
1025,UMass-MechBayes,10,12
1025,epiforecasts-EpiExpert_direct,11,12
1025,MUNI-ARIMA,12,12
1026,EuroCOVIDhub-baseline,1,12
1026,IEM_Health-CovidProject,2,12
1026,ILM-EKF,3,12
1026,ITWW-county_repro,4,12
1026,MIMUW-StochSEIR,5,12
1026,MIT_CovidAnalytics-DELPHI,6,12
1026,MOCOS-agent1,7,12
1026,RobertWalraven-ESG,8,12
1026,epiforecasts-EpiNow2,9,12
1026,UMass-MechBayes,10,12
1026,epiforecasts-EpiExpert_direct,11,12
1026,Karlen-pypm,12,12
1027,EuroCOVIDhub-baseline,1,12
1027,IEM_Health-CovidProject,2,12
1027,ILM-EKF,3,12
1027,ITWW-county_repro,4,12
1027,MIMUW-StochSEIR,5,12
1027,MIT_CovidAnalytics-DELPHI,6,12
1027,MOCOS-agent1,7,12
1027,RobertWalraven-ESG,8,12
1027,epiforecasts-EpiNow2,9,12
1027,UMass-MechBayes,10,12
1027,MUNI-ARIMA,11,12
1027,Karlen-pypm,12,12
1028,EuroCOVIDhub-baseline,1,12
1028,IEM_Health-CovidProject,2,12
1028,ILM-EKF,3,12
1028,ITWW-county_repro,4,12
1028,MIMUW-StochSEIR,5,12
1028,MIT_CovidAnalytics-DELPHI,6,12
1028,MOCOS-agent1,7,12
1028,RobertWalraven-ESG,8,12
1028,epiforecasts-EpiNow2,9,12
1028,epiforecasts-EpiExpert_Rt,10,12
1028,epiforecasts-EpiExpert_direct,11,12
1028,MUNI-ARIMA,12,12
1029,EuroCOVIDhub-baseline,1,12
1029,IEM_Health-CovidProject,2,12
1029,ILM-EKF,3,12
1029,ITWW-county_repro,4,12
1029,MIMUW-StochSEIR,5,12
1029,MIT_CovidAnalytics-DELPHI,6,12
1029,MOCOS-agent1,7,12
1029,RobertWalraven-ESG,8,12
1029,epiforecasts-EpiNow2,9,12
1029,epiforecasts-EpiExpert_Rt,10,12
1029,epiforecasts-EpiExpert_direct,11,12
1029,Karlen-pypm,12,12
1030,EuroCOVIDhub-baseline,1,12
1030,IEM_Health-CovidProject,2,12
1030,ILM-EKF,3,12
1030,ITWW-county_repro,4,12
1030,MIMUW-StochSEIR,5,12
1030,MIT_CovidAnalytics-DELPHI,6,12
1030,MOCOS-agent1,7,12
1030,RobertWalraven-ESG,8,12
1030,epiforecasts-EpiNow2,9,12
1030,epiforecasts-EpiExpert_Rt,10,12
1030,MUNI-ARIMA,11,12
1030,Karlen-pypm,12,12
1031,EuroCOVIDhub-baseline,1,12
1031,IEM_Health-CovidProject,2,12
1031,ILM-EKF,3,12
1031,ITWW-county_repro,4,12
1031,MIMUW-StochSEIR,5,12
1031,MIT_CovidAnalytics-DELPHI,6,12
1031,MOCOS-agent1,7,12
1031,RobertWalraven-ESG,8,12
1031,epiforecasts-EpiNow2,9,12
1031,epiforecasts-EpiExpert_direct,10,12
1031,MUNI-ARIMA,11,12
1031,Karlen-pypm,12,12
1032,EuroCOVIDhub-baseline,1,12
1032,IEM_Health-CovidProject,2,12
1032,ILM-EKF,3,12
1032,ITWW-county_repro,4,12
1032,MIMUW-StochSEIR,5,12
1032,MIT_CovidAnalytics-DELPHI,6,12
1032,MOCOS-agent1,7,12
1032,RobertWalraven-ESG,8,12
1032,UMass-MechBayes,9,12
1032,epiforecasts-EpiExpert_Rt,10,12
1032,epiforecasts-EpiExpert_direct,11,12
1032,MUNI-ARIMA,12,12
1033,EuroCOVIDhub-baseline,1,12
1033,IEM_Health-CovidProject,2,12
1033,ILM-EKF,3,12
1033,ITWW-county_repro,4,12
1033,MIMUW-StochSEIR,5,12
1033,MIT_CovidAnalytics-DELPHI,6,12
1033,MOCOS-agent1,7,12
1033,RobertWalraven-ESG,8,12
1033,UMass-MechBayes,9,12
1033,epiforecasts-EpiExpert_Rt,10,12
1033,epiforecasts-EpiExpert_direct,11,12
1033,Karlen-pypm,12,12
1034,EuroCOVIDhub-baseline,1,12
1034,IEM_Health-CovidProject,2,12
1034,ILM-EKF,3,12
1034,ITWW-county_repro,4,12
1034,MIMUW-StochSEIR,5,12
1034,MIT_CovidAnalytics-DELPHI,6,12
1034,MOCOS-agent1,7,12
1034,RobertWalraven-ESG,8,12
1034,UMass-MechBayes,9,12
1034,epiforecasts-EpiExpert_Rt,10,12
1034,MUNI-ARIMA,11,12
1034,Karlen-pypm,12,12
1035,EuroCOVIDhub-baseline,1,12
1035,IEM_Health-CovidProject,2,12
1035,ILM-EKF,3,12
1035,ITWW-county_repro,4,12
1035,MIMUW-StochSEIR,5,12
1035,MIT_CovidAnalytics-DELPHI,6,12
1035,MOCOS-agent1,7,12
1035,RobertWalraven-ESG,8,12
1035,UMass-MechBayes,9,12
1035,epiforecasts-EpiExpert_direct,10,12
1035,MUNI-ARIMA,11,12
1035,Karlen-pypm,12,12
1036,EuroCOVIDhub-baseline,1,12
1036,IEM_Health-CovidProject,2,12
1036,ILM-EKF,3,12
1036,ITWW-county_repro,4,12
1036,MIMUW-StochSEIR,5,12
1036,MIT_CovidAnalytics-DELPHI,6,12
1036,MOCOS-agent1,7,12
1036,RobertWalraven-ESG,8,12
1036,epiforecasts-EpiExpert_Rt,9,12
1036,epiforecasts-EpiExpert_direct,10,12
1036,MUNI-ARIMA,11,12
1036,Karlen-pypm,12,12
1037,EuroCOVIDhub-baseline,1,12
1037,IEM_Health-CovidProject,2,12
1037,ILM-EKF,3,12
1037,ITWW-county_repro,4,12
1037,MIMUW-StochSEIR,5,12
1037,MIT_CovidAnalytics-DELPHI,6,12
1037,MOCOS-agent1,7,12
1037,epiforecasts-EpiExpert,8,12
1037,epiforecasts-EpiNow2,9,12
1037,UMass-MechBayes,10,12
1037,epiforecasts-EpiExpert_Rt,11,12
1037,epiforecasts-EpiExpert_direct,12,12
1038,EuroCOVIDhub-baseline,1,12
1038,IEM_Health-CovidProject,2,12
1038,ILM-EKF,3,12
1038,ITWW-county_repro,4,12
1038,MIMUW-StochSEIR,5,12
1038,MIT_CovidAnalytics-DELPHI,6,12
1038,MOCOS-agent1,7,12
1038,epiforecasts-EpiExpert,8,12
1038,epiforecasts-EpiNow2,9,12
1038,UMass-MechBayes,10,12
1038,epiforecasts-EpiExpert_Rt,11,12
1038,MUNI-ARIMA,12,12
1039,EuroCOVIDhub-baseline,1,12
1039,IEM_Health-CovidProject,2,12
1039,ILM-EKF,3,12
1039,ITWW-county_repro,4,12
1039,MIMUW-StochSEIR,5,12
1039,MIT_CovidAnalytics-DELPHI,6,12
1039,MOCOS-agent1,7,12
1039,epiforecasts-EpiExpert,8,12
1039,epiforecasts-EpiNow2,9,12
1039,UMass-MechBayes,10,12
1039,epiforecasts-EpiExpert_Rt,11,12
1039,Karlen-pypm,12,12
1040,EuroCOVIDhub-baseline,1,12
1040,IEM_Health-CovidProject,2,12
1040,ILM-EKF,3,12
1040,ITWW-county_repro,4,12
1040,MIMUW-StochSEIR,5,12
1040,MIT_CovidAnalytics-DELPHI,6,12
1040,MOCOS-agent1,7,12
1040,epiforecasts-EpiExpert,8,12
1040,epiforecasts-EpiNow2,9,12
1040,UMass-MechBayes,10,12
1040,epiforecasts-EpiExpert_direct,11,12
1040,MUNI-ARIMA,12,12
1041,EuroCOVIDhub-baseline,1,12
1041,IEM_Health-CovidProject,2,12
1041,ILM-EKF,3,12
1041,ITWW-county_repro,4,12
1041,MIMUW-StochSEIR,5,12
1041,MIT_CovidAnalytics-DELPHI,6,12
1041,MOCOS-agent1,7,12
1041,epiforecasts-EpiExpert,8,12
1041,epiforecasts-EpiNow2,9,12
1041,UMass-MechBayes,10,12
1041,epiforecasts-EpiExpert_direct,11,12
1041,Karlen-pypm,12,12
1042,EuroCOVIDhub-baseline,1,12
1042,IEM_Health-CovidProject,2,12
1042,ILM-EKF,3,12
1042,ITWW-county_repro,4,12
1042,MIMUW-StochSEIR,5,12
1042,MIT_CovidAnalytics-DELPHI,6,12
1042,MOCOS-agent1,7,12
1042,epiforecasts-EpiExpert,8,12
1042,epiforecasts-EpiNow2,9,12
1042,UMass-MechBayes,10,12
1042,MUNI-ARIMA,11,12
1042,Karlen-pypm,12,12
1043,EuroCOVIDhub-baseline,1,12
1043,IEM_Health-CovidProject,2,12
1043,ILM-EKF,3,12
1043,ITWW-county_repro,4,12
1043,MIMUW-StochSEIR,5,12
1043,MIT_CovidAnalytics-DELPHI,6,12
1043,MOCOS-agent1,7,12
1043,epiforecasts-EpiExpert,8,12
1043,epiforecasts-EpiNow2,9,12
1043,epiforecasts-EpiExpert_Rt,10,12
1043,epiforecasts-EpiExpert_direct,11,12
1043,MUNI-ARIMA,12,12
1044,EuroCOVIDhub-baseline,1,12
1044,IEM_Health-CovidProject,2,12
1044,ILM-EKF,3,12
1044,ITWW-county_repro,4,12
1044,MIMUW-StochSEIR,5,12
1044,MIT_CovidAnalytics-DELPHI,6,12
1044,MOCOS-agent1,7,12
1044,epiforecasts-EpiExpert,8,12
1044,epiforecasts-EpiNow2,9,12
1044,epiforecasts-EpiExpert_Rt,10,12
1044,epiforecasts-EpiExpert_direct,11,12
1044,Karlen-pypm,12,12
1045,EuroCOVIDhub-baseline,1,12
1045,IEM_Health-CovidProject,2,12
1045,ILM-EKF,3,12
1045,ITWW-county_repro,4,12
1045,MIMUW-StochSEIR,5,12
1045,MIT_CovidAnalytics-DELPHI,6,12
1045,MOCOS-agent1,7,12
1045,epiforecasts-EpiExpert,8,12
1045,epiforecasts-EpiNow2,9,12
1045,epiforecasts-EpiExpert_Rt,10,12
1045,MUNI-ARIMA,11,12
1045,Karlen-pypm,12,12
1046,EuroCOVIDhub-baseline,1,12
1046,IEM_Health-CovidProject,2,12
1046,ILM-EKF,3,12
1046,ITWW-county_repro,4,12
1046,MIMUW-StochSEIR,5,12
1046,MIT_CovidAnalytics-DELPHI,6,12
1046,MOCOS-agent1,7,12
1046,epiforecasts-EpiExpert,8,12
1046,epiforecasts-EpiNow2,9,12
1046,epiforecasts-EpiExpert_direct,10,12
1046,MUNI-ARIMA,11,12
1046,Karlen-pypm,12,12
1047,EuroCOVIDhub-baseline,1,12
1047,IEM_Health-CovidProject,2,12
1047,ILM-EKF,3,12
1047,ITWW-county_repro,4,12
1047,MIMUW-StochSEIR,5,12
1047,MIT_CovidAnalytics-DELPHI,6,12
1047,MOCOS-agent1,7,12
1047,epiforecasts-EpiExpert,8,12
1047,UMass-MechBayes,9,12
1047,epiforecasts-EpiExpert_Rt,10,12
1047,epiforecasts-EpiExpert_direct,11,12
1047,MUNI-ARIMA,12,12
1048,EuroCOVIDhub-baseline,1,12
1048,IEM_Health-CovidProject,2,12
1048,ILM-EKF,3,12
1048,ITWW-county_repro,4,12
1048,MIMUW-StochSEIR,5,12
1048,MIT_CovidAnalytics-DELPHI,6,12
1048,MOCOS-agent1,7,12
1048,epiforecasts-EpiExpert,8,12
1048,UMass-MechBayes,9,12
1048,epiforecasts-EpiExpert_Rt,10,12
1048,epiforecasts-EpiExpert_direct,11,12
1048,Karlen-pypm,12,12
1049,EuroCOVIDhub-baseline,1,12
1049,IEM_Health-CovidProject,2,12
1049,ILM-EKF,3,12
1049,ITWW-county_repro,4,12
1049,MIMUW-StochSEIR,5,12
1049,MIT_CovidAnalytics-DELPHI,6,12
1049,MOCOS-agent1,7,12
1049,epiforecasts-EpiExpert,8,12
1049,UMass-MechBayes,9,12
1049,epiforecasts-EpiExpert_Rt,10,12
1049,MUNI-ARIMA,11,12
1049,Karlen-pypm,12,12
1050,EuroCOVIDhub-baseline,1,12
1050,IEM_Health-CovidProject,2,12
1050,ILM-EKF,3,12
1050,ITWW-county_repro,4,12
1050,MIMUW-StochSEIR,5,12
1050,MIT_CovidAnalytics-DELPHI,6,12
1050,MOCOS-agent1,7,12
1050,epiforecasts-EpiExpert,8,12
1050,UMass-MechBayes,9,12
1050,epiforecasts-EpiExpert_direct,10,12
1050,MUNI-ARIMA,11,12
1050,Karlen-pypm,12,12
1051,EuroCOVIDhub-baseline,1,12
1051,IEM_Health-CovidProject,2,12
1051,ILM-EKF,3,12
1051,ITWW-county_repro,4,12
1051,MIMUW-StochSEIR,5,12
1051,MIT_CovidAnalytics-DELPHI,6,12
1051,MOCOS-agent1,7,12
1051,epiforecasts-EpiExpert,8,12
1051,epiforecasts-EpiExpert_Rt,9,12
1051,epiforecasts-EpiExpert_direct,10,12
1051,MUNI-ARIMA,11,12
1051,Karlen-pypm,12,12
1052,EuroCOVIDhub-baseline,1,12
1052,IEM_Health-CovidProject,2,12
1052,ILM-EKF,3,12
1052,ITWW-county_repro,4,12
1052,MIMUW-StochSEIR,5,12
1052,MIT_CovidAnalytics-DELPHI,6,12
1052,MOCOS-agent1,7,12
1052,epiforecasts-EpiNow2,8,12
1052,UMass-MechBayes,9,12
1052,epiforecasts-EpiExpert_Rt,10,12
1052,epiforecasts-EpiExpert_direct,11,12
1052,MUNI-ARIMA,12,12
1053,EuroCOVIDhub-baseline,1,12
1053,IEM_Health-CovidProject,2,12
1053,ILM-EKF,3,12
1053,ITWW-county_repro,4,12
1053,MIMUW-StochSEIR,5,12
1053,MIT_CovidAnalytics-DELPHI,6,12
1053,MOCOS-agent1,7,12
1053,epiforecasts-EpiNow2,8,12
1053,UMass-MechBayes,9,12
1053,epiforecasts-EpiExpert_Rt,10,12
1053,epiforecasts-EpiExpert_direct,11,12
1053,Karlen-pypm,12,12
1054,EuroCOVIDhub-baseline,1,12
1054,IEM_Health-CovidProject,2,12
1054,ILM-EKF,3,12
1054,ITWW-county_repro,4,12
1054,MIMUW-StochSEIR,5,12
1054,MIT_CovidAnalytics-DELPHI,6,12
1054,MOCOS-agent1,7,12
1054,epiforecasts-EpiNow2,8,12
1054,UMass-MechBayes,9,12
1054,epiforecasts-EpiExpert_Rt,10,12
1054,MUNI-ARIMA,11,12
1054,Karlen-pypm,12,12
1055,EuroCOVIDhub-baseline,1,12
1055,IEM_Health-CovidProject,2,12
1055,ILM-EKF,3,12
1055,ITWW-county_repro,4,12
1055,MIMUW-StochSEIR,5,12
1055,MIT_CovidAnalytics-DELPHI,6,12
1055,MOCOS-agent1,7,12
1055,epiforecasts-EpiNow2,8,12
1055,UMass-MechBayes,9,12
1055,epiforecasts-EpiExpert_direct,10,12
1055,MUNI-ARIMA,11,12
1055,Karlen-pypm,12,12
1056,EuroCOVIDhub-baseline,1,12
1056,IEM_Health-CovidProject,2,12
1056,ILM-EKF,3,12
1056,ITWW-county_repro,4,12
1056,MIMUW-StochSEIR,5,12
1056,MIT_CovidAnalytics-DELPHI,6,12
1056,MOCOS-agent1,7,12
1056,epiforecasts-EpiNow2,8,12
1056,epiforecasts-EpiExpert_Rt,9,12
1056,epiforecasts-EpiExpert_direct,10,12
1056,MUNI-ARIMA,11,12
1056,Karlen-pypm,12,12
1057,EuroCOVIDhub-baseline,1,12
1057,IEM_Health-CovidProject,2,12
1057,ILM-EKF,3,12
1057,ITWW-county_repro,4,12
1057,MIMUW-StochSEIR,5,12
1057,MIT_CovidAnalytics-DELPHI,6,12
1057,MOCOS-agent1,7,12
1057,UMass-MechBayes,8,12
1057,epiforecasts-EpiExpert_Rt,9,12
1057,epiforecasts-EpiExpert_direct,10,12
1057,MUNI-ARIMA,11,12
1057,Karlen-pypm,12,12
1058,EuroCOVIDhub-baseline,1,12
1058,IEM_Health-CovidProject,2,12
1058,ILM-EKF,3,12
1058,ITWW-county_repro,4,12
1058,MIMUW-StochSEIR,5,12
1058,MIT_CovidAnalytics-DELPHI,6,12
1058,RobertWalraven-ESG,7,12
1058,epiforecasts-EpiExpert,8,12
1058,epiforecasts-EpiNow2,9,12
1058,UMass-MechBayes,10,12
1058,epiforecasts-EpiExpert_Rt,11,12
1058,epiforecasts-EpiExpert_direct,12,12
1059,EuroCOVIDhub-baseline,1,12
1059,IEM_Health-CovidProject,2,12
1059,ILM-EKF,3,12
1059,ITWW-county_repro,4,12
1059,MIMUW-StochSEIR,5,12
1059,MIT_CovidAnalytics-DELPHI,6,12
1059,RobertWalraven-ESG,7,12
1059,epiforecasts-EpiExpert,8,12
1059,epiforecasts-EpiNow2,9,12
1059,UMass-MechBayes,10,12
1059,epiforecasts-EpiExpert_Rt,11,12
1059,MUNI-ARIMA,12,12
1060,EuroCOVIDhub-baseline,1,12
1060,IEM_Health-CovidProject,2,12
1060,ILM-EKF,3,12
1060,ITWW-county_repro,4,12
1060,MIMUW-StochSEIR,5,12
1060,MIT_CovidAnalytics-DELPHI,6,12
1060,RobertWalraven-ESG,7,12
1060,epiforecasts-EpiExpert,8,12
1060,epiforecasts-EpiNow2,9,12
1060,UMass-MechBayes,10,12
1060,epiforecasts-EpiExpert_Rt,11,12
1060,Karlen-pypm,12,12
1061,EuroCOVIDhub-baseline,1,12
1061,IEM_Health-CovidProject,2,12
1061,ILM-EKF,3,12
1061,ITWW-county_repro,4,12
1061,MIMUW-StochSEIR,5,12
1061,MIT_CovidAnalytics-DELPHI,6,12
1061,RobertWalraven-ESG,7,12
1061,epiforecasts-EpiExpert,8,12
1061,epiforecasts-EpiNow2,9,12
1061,UMass-MechBayes,10,12
1061,epiforecasts-EpiExpert_direct,11,12
1061,MUNI-ARIMA,12,12
1062,EuroCOVIDhub-baseline,1,12
1062,IEM_Health-CovidProject,2,12
1062,ILM-EKF,3,12
1062,ITWW-county_repro,4,12
1062,MIMUW-StochSEIR,5,12
1062,MIT_CovidAnalytics-DELPHI,6,12
1062,RobertWalraven-ESG,7,12
1062,epiforecasts-EpiExpert,8,12
1062,epiforecasts-EpiNow2,9,12
1062,UMass-MechBayes,10,12
1062,epiforecasts-EpiExpert_direct,11,12
1062,Karlen-pypm,12,12
1063,EuroCOVIDhub-baseline,1,12
1063,IEM_Health-CovidProject,2,12
1063,ILM-EKF,3,12
1063,ITWW-county_repro,4,12
1063,MIMUW-StochSEIR,5,12
1063,MIT_CovidAnalytics-DELPHI,6,12
1063,RobertWalraven-ESG,7,12
1063,epiforecasts-EpiExpert,8,12
1063,epiforecasts-EpiNow2,9,12
1063,UMass-MechBayes,10,12
1063,MUNI-ARIMA,11,12
1063,Karlen-pypm,12,12
1064,EuroCOVIDhub-baseline,1,12
1064,IEM_Health-CovidProject,2,12
1064,ILM-EKF,3,12
1064,ITWW-county_repro,4,12
1064,MIMUW-StochSEIR,5,12
1064,MIT_CovidAnalytics-DELPHI,6,12
1064,RobertWalraven-ESG,7,12
1064,epiforecasts-EpiExpert,8,12
1064,epiforecasts-EpiNow2,9,12
1064,epiforecasts-EpiExpert_Rt,10,12
1064,epiforecasts-EpiExpert_direct,11,12
1064,MUNI-ARIMA,12,12
1065,EuroCOVIDhub-baseline,1,12
1065,IEM_Health-CovidProject,2,12
1065,ILM-EKF,3,12
1065,ITWW-county_repro,4,12
1065,MIMUW-StochSEIR,5,12
1065,MIT_CovidAnalytics-DELPHI,6,12
1065,RobertWalraven-ESG,7,12
1065,epiforecasts-EpiExpert,8,12
1065,epiforecasts-EpiNow2,9,12
1065,epiforecasts-EpiExpert_Rt,10,12
1065,epiforecasts-EpiExpert_direct,11,12
1065,Karlen-pypm,12,12
1066,EuroCOVIDhub-baseline,1,12
1066,IEM_Health-CovidProject,2,12
1066,ILM-EKF,3,12
1066,ITWW-county_repro,4,12
1066,MIMUW-StochSEIR,5,12
1066,MIT_CovidAnalytics-DELPHI,6,12
1066,RobertWalraven-ESG,7,12
1066,epiforecasts-EpiExpert,8,12
1066,epiforecasts-EpiNow2,9,12
1066,epiforecasts-EpiExpert_Rt,10,12
1066,MUNI-ARIMA,11,12
1066,Karlen-pypm,12,12
1067,EuroCOVIDhub-baseline,1,12
1067,IEM_Health-CovidProject,2,12
1067,ILM-EKF,3,12
1067,ITWW-county_repro,4,12
1067,MIMUW-StochSEIR,5,12
1067,MIT_CovidAnalytics-DELPHI,6,12
1067,RobertWalraven-ESG,7,12
1067,epiforecasts-EpiExpert,8,12
1067,epiforecasts-EpiNow2,9,12
1067,epiforecasts-EpiExpert_direct,10,12
1067,MUNI-ARIMA,11,12
1067,Karlen-pypm,12,12
1068,EuroCOVIDhub-baseline,1,12
1068,IEM_Health-CovidProject,2,12
1068,ILM-EKF,3,12
1068,ITWW-county_repro,4,12
1068,MIMUW-StochSEIR,5,12
1068,MIT_CovidAnalytics-DELPHI,6,12
1068,RobertWalraven-ESG,7,12
1068,epiforecasts-EpiExpert,8,12
1068,UMass-MechBayes,9,12
1068,epiforecasts-EpiExpert_Rt,10,12
1068,epiforecasts-EpiExpert_direct,11,12
1068,MUNI-ARIMA,12,12
1069,EuroCOVIDhub-baseline,1,12
1069,IEM_Health-CovidProject,2,12
1069,ILM-EKF,3,12
1069,ITWW-county_repro,4,12
1069,MIMUW-StochSEIR,5,12
1069,MIT_CovidAnalytics-DELPHI,6,12
1069,RobertWalraven-ESG,7,12
1069,epiforecasts-EpiExpert,8,12
1069,UMass-MechBayes,9,12
1069,epiforecasts-EpiExpert_Rt,10,12
1069,epiforecasts-EpiExpert_direct,11,12
1069,Karlen-pypm,12,12
1070,EuroCOVIDhub-baseline,1,12
1070,IEM_Health-CovidProject,2,12
1070,ILM-EKF,3,12
1070,ITWW-county_repro,4,12
1070,MIMUW-StochSEIR,5,12
1070,MIT_CovidAnalytics-DELPHI,6,12
1070,RobertWalraven-ESG,7,12
1070,epiforecasts-EpiExpert,8,12
1070,UMass-MechBayes,9,12
1070,epiforecasts-EpiExpert_Rt,10,12
1070,MUNI-ARIMA,11,12
1070,Karlen-pypm,12,12
