ensid,model,modelid,k
951,MIT_CovidAnalytics-DELPHI,5,12
951,MOCOS-agent1,6,12
951,RobertWalraven-ESG,7,12
951,epiforecasts-EpiNow2,8,12
951,UMass-MechBayes,9,12
951,epiforecasts-EpiExpert_Rt,10,12
951,epiforecasts-EpiExpert_direct,11,12
951,MUNI-ARIMA,12,12
952,EuroCOVIDhub-baseline,1,12
952,ICM-agentModel,2,12
952,ITWW-county_repro,3,12
952,MIMUW-StochSEIR,4,12
952,MIT_CovidAnalytics-DELPHI,5,12
952,MOCOS-agent1,6,12
952,RobertWalraven-ESG,7,12
952,epiforecasts-EpiNow2,8,12
952,UMass-MechBayes,9,12
952,epiforecasts-EpiExpert_Rt,10,12
952,epiforecasts-EpiExpert_direct,11,12
952,Karlen-pypm,12,12
953,EuroCOVIDhub-baseline,1,12
953,ICM-agentModel,2,12
953,ITWW-county_repro,3,12
953,MIMUW-StochSEIR,4,12
953,MIT_CovidAnalytics-DELPHI,5,12
953,MOCOS-agent1,6,12
953,RobertWalraven-ESG,7,12
953,epiforecasts-EpiNow2,8,12
953,UMass-MechBayes,9,12
953,epiforecasts-EpiExpert_Rt,10,12
953,MUNI-ARIMA,11,12
953,Karlen-pypm,12,12
954,EuroCOVIDhub-baseline,1,12
954,ICM-agentModel,2,12
954,ITWW-county_repro,3,12
954,MIMUW-StochSEIR,4,12
954,MIT_CovidAnalytics-DELPHI,5,12
954,MOCOS-agent1,6,12
954,RobertWalraven-ESG,7,12
954,epiforecasts-EpiNow2,8,12
954,UMass-MechBayes,9,12
954,epiforecasts-EpiExpert_direct,10,12
954,MUNI-ARIMA,11,12
954,Karlen-pypm,12,12
955,EuroCOVIDhub-baseline,1,12
955,ICM-agentModel,2,12
955,ITWW-county_repro,3,12
955,MIMUW-StochSEIR,4,12
955,MIT_CovidAnalytics-DELPHI,5,12
955,MOCOS-agent1,6,12
955,RobertWalraven-ESG,7,12
955,epiforecasts-EpiNow2,8,12
955,epiforecasts-EpiExpert_Rt,9,12
955,epiforecasts-EpiExpert_direct,10,12
955,MUNI-ARIMA,11,12
955,Karlen-pypm,12,12
956,EuroCOVIDhub-baseline,1,12
956,ICM-agentModel,2,12
956,ITWW-county_repro,3,12
956,MIMUW-StochSEIR,4,12
956,MIT_CovidAnalytics-DELPHI,5,12
956,MOCOS-agent1,6,12
956,RobertWalraven-ESG,7,12
956,UMass-MechBayes,8,12
956,epiforecasts-EpiExpert_Rt,9,12
956,epiforecasts-EpiExpert_direct,10,12
956,MUNI-ARIMA,11,12
956,Karlen-pypm,12,12
957,EuroCOVIDhub-baseline,1,12
957,ICM-agentModel,2,12
957,ITWW-county_repro,3,12
957,MIMUW-StochSEIR,4,12
957,MIT_CovidAnalytics-DELPHI,5,12
957,MOCOS-agent1,6,12
957,epiforecasts-EpiExpert,7,12
957,epiforecasts-EpiNow2,8,12
957,UMass-MechBayes,9,12
957,epiforecasts-EpiExpert_Rt,10,12
957,epiforecasts-EpiExpert_direct,11,12
957,MUNI-ARIMA,12,12
958,EuroCOVIDhub-baseline,1,12
958,ICM-agentModel,2,12
958,ITWW-county_repro,3,12
958,MIMUW-StochSEIR,4,12
958,MIT_CovidAnalytics-DELPHI,5,12
958,MOCOS-agent1,6,12
958,epiforecasts-EpiExpert,7,12
958,epiforecasts-EpiNow2,8,12
958,UMass-MechBayes,9,12
958,epiforecasts-EpiExpert_Rt,10,12
958,epiforecasts-EpiExpert_direct,11,12
958,Karlen-pypm,12,12
959,EuroCOVIDhub-baseline,1,12
959,ICM-agentModel,2,12
959,ITWW-county_repro,3,12
959,MIMUW-StochSEIR,4,12
959,MIT_CovidAnalytics-DELPHI,5,12
959,MOCOS-agent1,6,12
959,epiforecasts-EpiExpert,7,12
959,epiforecasts-EpiNow2,8,12
959,UMass-MechBayes,9,12
959,epiforecasts-EpiExpert_Rt,10,12
959,MUNI-ARIMA,11,12
959,Karlen-pypm,12,12
960,EuroCOVIDhub-baseline,1,12
960,ICM-agentModel,2,12
960,ITWW-county_repro,3,12
960,MIMUW-StochSEIR,4,12
960,MIT_CovidAnalytics-DELPHI,5,12
960,MOCOS-agent1,6,12
960,epiforecasts-EpiExpert,7,12
960,epiforecasts-EpiNow2,8,12
960,UMass-MechBayes,9,12
960,epiforecasts-EpiExpert_direct,10,12
960,MUNI-ARIMA,11,12
960,Karlen-pypm,12,12
961,EuroCOVIDhub-baseline,1,12
961,ICM-agentModel,2,12
961,ITWW-county_repro,3,12
961,MIMUW-StochSEIR,4,12
961,MIT_CovidAnalytics-DELPHI,5,12
961,MOCOS-agent1,6,12
961,epiforecasts-EpiExpert,7,12
961,epiforecasts-EpiNow2,8,12
961,epiforecasts-EpiExpert_Rt,9,12
961,epiforecasts-EpiExpert_direct,10,12
961,MUNI-ARIMA,11,12
961,Karlen-pypm,12,12
962,EuroCOVIDhub-baseline,1,12
962,ICM-agentModel,2,12
962,ITWW-county_repro,3,12
962,MIMUW-StochSEIR,4,12
962,MIT_CovidAnalytics-DELPHI,5,12
962,MOCOS-agent1,6,12
962,epiforecasts-EpiExpert,7,12
962,UMass-MechBayes,8,12
962,epiforecasts-EpiExpert_Rt,9,12
962,epiforecasts-EpiExpert_direct,10,12
962,MUNI-ARIMA,11,12
962,Karlen-pypm,12,12
963,EuroCOVIDhub-baseline,1,12
963,ICM-agentModel,2,12
963,ITWW-county_repro,3,12
963,MIMUW-StochSEIR,4,12
963,MIT_CovidAnalytics-DELPHI,5,12
963,MOCOS-agent1,6,12
963,epiforecasts-EpiNow2,7,12
963,UMass-MechBayes,8,12
963,epiforecasts-EpiExpert_Rt,9,12
963,epiforecasts-EpiExpert_direct,10,12
963,MUNI-ARIMA,11,12
963,Karlen-pypm,12,12
964,EuroCOVIDhub-baseline,1,12
964,ICM-agentModel,2,12
964,ITWW-county_repro,3,12
964,MIMUW-StochSEIR,4,12
964,MIT_CovidAnalytics-DELPHI,5,12
964,RobertWalraven-ESG,6,12
964,epiforecasts-EpiExpert,7,12
964,epiforecasts-EpiNow2,8,12
964,UMass-MechBayes,9,12
964,epiforecasts-EpiExpert_Rt,10,12
964,epiforecasts-EpiExpert_direct,11,12
964,MUNI-ARIMA,12,12
965,EuroCOVIDhub-baseline,1,12
965,ICM-agentModel,2,12
965,ITWW-county_repro,3,12
965,MIMUW-StochSEIR,4,12
965,MIT_CovidAnalytics-DELPHI,5,12
965,RobertWalraven-ESG,6,12
965,epiforecasts-EpiExpert,7,12
965,epiforecasts-EpiNow2,8,12
965,UMass-MechBayes,9,12
965,epiforecasts-EpiExpert_Rt,10,12
965,epiforecasts-EpiExpert_direct,11,12
965,Karlen-pypm,12,12
966,EuroCOVIDhub-baseline,1,12
966,ICM-agentModel,2,12
966,ITWW-county_repro,3,12
966,MIMUW-StochSEIR,4,12
966,MIT_CovidAnalytics-DELPHI,5,12
966,RobertWalraven-ESG,6,12
966,epiforecasts-EpiExpert,7,12
966,epiforecasts-EpiNow2,8,12
966,UMass-MechBayes,9,12
966,epiforecasts-EpiExpert_Rt,10,12
966,MUNI-ARIMA,11,12
966,Karlen-pypm,12,12
967,EuroCOVIDhub-baseline,1,12
967,ICM-agentModel,2,12
967,ITWW-county_repro,3,12
967,MIMUW-StochSEIR,4,12
967,MIT_CovidAnalytics-DELPHI,5,12
967,RobertWalraven-ESG,6,12
967,epiforecasts-EpiExpert,7,12
967,epiforecasts-EpiNow2,8,12
967,UMass-MechBayes,9,12
967,epiforecasts-EpiExpert_direct,10,12
967,MUNI-ARIMA,11,12
967,Karlen-pypm,12,12
968,EuroCOVIDhub-baseline,1,12
968,ICM-agentModel,2,12
968,ITWW-county_repro,3,12
968,MIMUW-StochSEIR,4,12
968,MIT_CovidAnalytics-DELPHI,5,12
968,RobertWalraven-ESG,6,12
968,epiforecasts-EpiExpert,7,12
968,epiforecasts-EpiNow2,8,12
968,epiforecasts-EpiExpert_Rt,9,12
968,epiforecasts-EpiExpert_direct,10,12
968,MUNI-ARIMA,11,12
968,Karlen-pypm,12,12
969,EuroCOVIDhub-baseline,1,12
969,ICM-agentModel,2,12
969,ITWW-county_repro,3,12
969,MIMUW-StochSEIR,4,12
969,MIT_CovidAnalytics-DELPHI,5,12
969,RobertWalraven-ESG,6,12
969,epiforecasts-EpiExpert,7,12
969,UMass-MechBayes,8,12
969,epiforecasts-EpiExpert_Rt,9,12
969,epiforecasts-EpiExpert_direct,10,12
969,MUNI-ARIMA,11,12
969,Karlen-pypm,12,12
970,EuroCOVIDhub-baseline,1,12
970,ICM-agentModel,2,12
970,ITWW-county_repro,3,12
970,MIMUW-StochSEIR,4,12
970,MIT_CovidAnalytics-DELPHI,5,12
970,RobertWalraven-ESG,6,12
970,epiforecasts-EpiNow2,7,12
970,UMass-MechBayes,8,12
970,epiforecasts-EpiExpert_Rt,9,12
970,epiforecasts-EpiExpert_direct,10,12
970,MUNI-ARIMA,11,12
970,Karlen-pypm,12,12
971,EuroCOVIDhub-baseline,1,12
971,ICM-agentModel,2,12
971,ITWW-county_repro,3,12
971,MIMUW-StochSEIR,4,12
971,MIT_CovidAnalytics-DELPHI,5,12
971,epiforecasts-EpiExpert,6,12
971,epiforecasts-EpiNow2,7,12
971,UMass-MechBayes,8,12
971,epiforecasts-EpiExpert_Rt,9,12
971,epiforecasts-EpiExpert_direct,10,12
971,MUNI-ARIMA,11,12
971,Karlen-pypm,12,12
972,EuroCOVIDhub-baseline,1,12
972,ICM-agentModel,2,12
972,ITWW-county_repro,3,12
972,MIMUW-StochSEIR,4,12
972,MOCOS-agent1,5,12
972,RobertWalraven-ESG,6,12
972,epiforecasts-EpiExpert,7,12
972,epiforecasts-EpiNow2,8,12
972,UMass-MechBayes,9,12
972,epiforecasts-EpiExpert_Rt,10,12
972,epiforecasts-EpiExpert_direct,11,12
972,MUNI-ARIMA,12,12
973,EuroCOVIDhub-baseline,1,12
973,ICM-agentModel,2,12
973,ITWW-county_repro,3,12
973,MIMUW-StochSEIR,4,12
973,MOCOS-agent1,5,12
973,RobertWalraven-ESG,6,12
973,epiforecasts-EpiExpert,7,12
973,epiforecasts-EpiNow2,8,12
973,UMass-MechBayes,9,12
973,epiforecasts-EpiExpert_Rt,10,12
973,epiforecasts-EpiExpert_direct,11,12
973,Karlen-pypm,12,12
974,EuroCOVIDhub-baseline,1,12
974,ICM-agentModel,2,12
974,ITWW-county_repro,3,12
974,MIMUW-StochSEIR,4,12
974,MOCOS-agent1,5,12
974,RobertWalraven-ESG,6,12
974,epiforecasts-EpiExpert,7,12
974,epiforecasts-EpiNow2,8,12
974,UMass-MechBayes,9,12
974,epiforecasts-EpiExpert_Rt,10,12
974,MUNI-ARIMA,11,12
974,Karlen-pypm,12,12
975,EuroCOVIDhub-baseline,1,12
975,ICM-agentModel,2,12
975,ITWW-county_repro,3,12
975,MIMUW-StochSEIR,4,12
975,MOCOS-agent1,5,12
975,RobertWalraven-ESG,6,12
975,epiforecasts-EpiExpert,7,12
975,epiforecasts-EpiNow2,8,12
975,UMass-MechBayes,9,12
975,epiforecasts-EpiExpert_direct,10,12
975,MUNI-ARIMA,11,12
975,Karlen-pypm,12,12
976,EuroCOVIDhub-baseline,1,12
976,ICM-agentModel,2,12
976,ITWW-county_repro,3,12
976,MIMUW-StochSEIR,4,12
976,MOCOS-agent1,5,12
976,RobertWalraven-ESG,6,12
976,epiforecasts-EpiExpert,7,12
976,epiforecasts-EpiNow2,8,12
976,epiforecasts-EpiExpert_Rt,9,12
976,epiforecasts-EpiExpert_direct,10,12
976,MUNI-ARIMA,11,12
976,Karlen-pypm,12,12
977,EuroCOVIDhub-baseline,1,12
977,ICM-agentModel,2,12
977,ITWW-county_repro,3,12
977,MIMUW-StochSEIR,4,12
977,MOCOS-agent1,5,12
977,RobertWalraven-ESG,6,12
977,epiforecasts-EpiExpert,7,12
977,UMass-MechBayes,8,12
977,epiforecasts-EpiExpert_Rt,9,12
977,epiforecasts-EpiExpert_direct,10,12
977,MUNI-ARIMA,11,12
977,Karlen-pypm,12,12
978,EuroCOVIDhub-baseline,1,12
978,ICM-agentModel,2,12
978,ITWW-county_repro,3,12
978,MIMUW-StochSEIR,4,12
978,MOCOS-agent1,5,12
978,RobertWalraven-ESG,6,12
978,epiforecasts-EpiNow2,7,12
978,UMass-MechBayes,8,12
978,epiforecasts-EpiExpert_Rt,9,12
978,epiforecasts-EpiExpert_direct,10,12
978,MUNI-ARIMA,11,12
978,Karlen-pypm,12,12
979,EuroCOVIDhub-baseline,1,12
979,ICM-agentModel,2,12
979,ITWW-county_repro,3,12
979,MIMUW-StochSEIR,4,12
979,MOCOS-agent1,5,12
979,epiforecasts-EpiExpert,6,12
979,epiforecasts-EpiNow2,7,12
979,UMass-MechBayes,8,12
979,epiforecasts-EpiExpert_Rt,9,12
979,epiforecasts-EpiExpert_direct,10,12
979,MUNI-ARIMA,11,12
979,Karlen-pypm,12,12
980,EuroCOVIDhub-baseline,1,12
980,ICM-agentModel,2,12
980,ITWW-county_repro,3,12
980,MIMUW-StochSEIR,4,12
980,RobertWalraven-ESG,5,12
980,epiforecasts-EpiExpert,6,12
980,epiforecasts-EpiNow2,7,12
980,UMass-MechBayes,8,12
980,epiforecasts-EpiExpert_Rt,9,12
980,epiforecasts-EpiExpert_direct,10,12
980,MUNI-ARIMA,11,12
980,Karlen-pypm,12,12
981,EuroCOVIDhub-baseline,1,12
981,ICM-agentModel,2,12
981,ITWW-county_repro,3,12
981,MIT_CovidAnalytics-DELPHI,4,12
981,MOCOS-agent1,5,12
981,RobertWalraven-ESG,6,12
981,epiforecasts-EpiExpert,7,12
981,epiforecasts-EpiNow2,8,12
981,UMass-MechBayes,9,12
981,epiforecasts-EpiExpert_Rt,10,12
981,epiforecasts-EpiExpert_direct,11,12
981,MUNI-ARIMA,12,12
982,EuroCOVIDhub-baseline,1,12
982,ICM-agentModel,2,12
982,ITWW-county_repro,3,12
982,MIT_CovidAnalytics-DELPHI,4,12
982,MOCOS-agent1,5,12
982,RobertWalraven-ESG,6,12
982,epiforecasts-EpiExpert,7,12
982,epiforecasts-EpiNow2,8,12
982,UMass-MechBayes,9,12
982,epiforecasts-EpiExpert_Rt,10,12
982,epiforecasts-EpiExpert_direct,11,12
982,Karlen-pypm,12,12
983,EuroCOVIDhub-baseline,1,12
983,ICM-agentModel,2,12
983,ITWW-county_repro,3,12
983,MIT_CovidAnalytics-DELPHI,4,12
983,MOCOS-agent1,5,12
983,RobertWalraven-ESG,6,12
983,epiforecasts-EpiExpert,7,12
983,epiforecasts-EpiNow2,8,12
983,UMass-MechBayes,9,12
983,epiforecasts-EpiExpert_Rt,10,12
983,MUNI-ARIMA,11,12
983,Karlen-pypm,12,12
984,EuroCOVIDhub-baseline,1,12
984,ICM-agentModel,2,12
984,ITWW-county_repro,3,12
984,MIT_CovidAnalytics-DELPHI,4,12
984,MOCOS-agent1,5,12
984,RobertWalraven-ESG,6,12
984,epiforecasts-EpiExpert,7,12
984,epiforecasts-EpiNow2,8,12
984,UMass-MechBayes,9,12
984,epiforecasts-EpiExpert_direct,10,12
984,MUNI-ARIMA,11,12
984,Karlen-pypm,12,12
985,EuroCOVIDhub-baseline,1,12
985,ICM-agentModel,2,12
985,ITWW-county_repro,3,12
985,MIT_CovidAnalytics-DELPHI,4,12
985,MOCOS-agent1,5,12
985,RobertWalraven-ESG,6,12
985,epiforecasts-EpiExpert,7,12
985,epiforecasts-EpiNow2,8,12
985,epiforecasts-EpiExpert_Rt,9,12
985,epiforecasts-EpiExpert_direct,10,12
985,MUNI-ARIMA,11,12
985,Karlen-pypm,12,12
986,EuroCOVIDhub-baseline,1,12
986,ICM-agentModel,2,12
986,ITWW-county_repro,3,12
986,MIT_CovidAnalytics-DELPHI,4,12
986,MOCOS-agent1,5,12
986,RobertWalraven-ESG,6,12
986,epiforecasts-EpiExpert,7,12
986,UMass-MechBayes,8,12
986,epiforecasts-EpiExpert_Rt,9,12
986,epiforecasts-EpiExpert_direct,10,12
986,MUNI-ARIMA,11,12
986,Karlen-pypm,12,12
987,EuroCOVIDhub-baseline,1,12
987,ICM-agentModel,2,12
987,ITWW-county_repro,3,12
987,MIT_CovidAnalytics-DELPHI,4,12
987,MOCOS-agent1,5,12
987,RobertWalraven-ESG,6,12
987,epiforecasts-EpiNow2,7,12
987,UMass-MechBayes,8,12
987,epiforecasts-EpiExpert_Rt,9,12
987,epiforecasts-EpiExpert_direct,10,12
987,MUNI-ARIMA,11,12
987,Karlen-pypm,12,12
988,EuroCOVIDhub-baseline,1,12
988,ICM-agentModel,2,12
988,ITWW-county_repro,3,12
988,MIT_CovidAnalytics-DELPHI,4,12
988,MOCOS-agent1,5,12
988,epiforecasts-EpiExpert,6,12
988,epiforecasts-EpiNow2,7,12
988,UMass-MechBayes,8,12
988,epiforecasts-EpiExpert_Rt,9,12
988,epiforecasts-EpiExpert_direct,10,12
988,MUNI-ARIMA,11,12
988,Karlen-pypm,12,12
989,EuroCOVIDhub-baseline,1,12
989,ICM-agentModel,2,12
989,ITWW-county_repro,3,12
989,MIT_CovidAnalytics-DELPHI,4,12
989,RobertWalraven-ESG,5,12
989,epiforecasts-EpiExpert,6,12
989,epiforecasts-EpiNow2,7,12
989,UMass-MechBayes,8,12
989,epiforecasts-EpiExpert_Rt,9,12
989,epiforecasts-EpiExpert_direct,10,12
989,MUNI-ARIMA,11,12
989,Karlen-pypm,12,12
990,EuroCOVIDhub-baseline,1,12
990,ICM-agentModel,2,12
990,ITWW-county_repro,3,12
990,MOCOS-agent1,4,12
990,RobertWalraven-ESG,5,12
990,epiforecasts-EpiExpert,6,12
990,epiforecasts-EpiNow2,7,12
990,UMass-MechBayes,8,12
990,epiforecasts-EpiExpert_Rt,9,12
990,epiforecasts-EpiExpert_direct,10,12
990,MUNI-ARIMA,11,12
990,Karlen-pypm,12,12
991,EuroCOVIDhub-baseline,1,12
991,ICM-agentModel,2,12
991,MIMUW-StochSEIR,3,12
991,MIT_CovidAnalytics-DELPHI,4,12
991,MOCOS-agent1,5,12
991,RobertWalraven-ESG,6,12
991,epiforecasts-EpiExpert,7,12
991,epiforecasts-EpiNow2,8,12
991,UMass-MechBayes,9,12
991,epiforecasts-EpiExpert_Rt,10,12
991,epiforecasts-EpiExpert_direct,11,12
991,MUNI-ARIMA,12,12
992,EuroCOVIDhub-baseline,1,12
992,ICM-agentModel,2,12
992,MIMUW-StochSEIR,3,12
992,MIT_CovidAnalytics-DELPHI,4,12
992,MOCOS-agent1,5,12
992,RobertWalraven-ESG,6,12
992,epiforecasts-EpiExpert,7,12
992,epiforecasts-EpiNow2,8,12
992,UMass-MechBayes,9,12
992,epiforecasts-EpiExpert_Rt,10,12
992,epiforecasts-EpiExpert_direct,11,12
992,Karlen-pypm,12,12
993,EuroCOVIDhub-baseline,1,12
993,ICM-agentModel,2,12
993,MIMUW-StochSEIR,3,12
993,MIT_CovidAnalytics-DELPHI,4,12
993,MOCOS-agent1,5,12
993,RobertWalraven-ESG,6,12
993,epiforecasts-EpiExpert,7,12
993,epiforecasts-EpiNow2,8,12
993,UMass-MechBayes,9,12
993,epiforecasts-EpiExpert_Rt,10,12
993,MUNI-ARIMA,11,12
993,Karlen-pypm,12,12
994,EuroCOVIDhub-baseline,1,12
994,ICM-agentModel,2,12
994,MIMUW-StochSEIR,3,12
994,MIT_CovidAnalytics-DELPHI,4,12
994,MOCOS-agent1,5,12
994,RobertWalraven-ESG,6,12
994,epiforecasts-EpiExpert,7,12
994,epiforecasts-EpiNow2,8,12
994,UMass-MechBayes,9,12
994,epiforecasts-EpiExpert_direct,10,12
994,MUNI-ARIMA,11,12
994,Karlen-pypm,12,12
995,EuroCOVIDhub-baseline,1,12
995,ICM-agentModel,2,12
995,MIMUW-StochSEIR,3,12
995,MIT_CovidAnalytics-DELPHI,4,12
995,MOCOS-agent1,5,12
995,RobertWalraven-ESG,6,12
995,epiforecasts-EpiExpert,7,12
995,epiforecasts-EpiNow2,8,12
995,epiforecasts-EpiExpert_Rt,9,12
995,epiforecasts-EpiExpert_direct,10,12
995,MUNI-ARIMA,11,12
995,Karlen-pypm,12,12
996,EuroCOVIDhub-baseline,1,12
996,ICM-agentModel,2,12
996,MIMUW-StochSEIR,3,12
996,MIT_CovidAnalytics-DELPHI,4,12
996,MOCOS-agent1,5,12
996,RobertWalraven-ESG,6,12
996,epiforecasts-EpiExpert,7,12
996,UMass-MechBayes,8,12
996,epiforecasts-EpiExpert_Rt,9,12
996,epiforecasts-EpiExpert_direct,10,12
996,MUNI-ARIMA,11,12
996,Karlen-pypm,12,12
997,EuroCOVIDhub-baseline,1,12
997,ICM-agentModel,2,12
997,MIMUW-StochSEIR,3,12
997,MIT_CovidAnalytics-DELPHI,4,12
997,MOCOS-agent1,5,12
997,RobertWalraven-ESG,6,12
997,epiforecasts-EpiNow2,7,12
997,UMass-MechBayes,8,12
997,epiforecasts-EpiExpert_Rt,9,12
997,epiforecasts-EpiExpert_direct,10,12
997,MUNI-ARIMA,11,12
997,Karlen-pypm,12,12
998,EuroCOVIDhub-baseline,1,12
998,ICM-agentModel,2,12
998,MIMUW-StochSEIR,3,12
998,MIT_CovidAnalytics-DELPHI,4,12
998,MOCOS-agent1,5,12
998,epiforecasts-EpiExpert,6,12
998,epiforecasts-EpiNow2,7,12
998,UMass-MechBayes,8,12
998,epiforecasts-EpiExpert_Rt,9,12
998,epiforecasts-EpiExpert_direct,10,12
998,MUNI-ARIMA,11,12
998,Karlen-pypm,12,12
999,EuroCOVIDhub-baseline,1,12
999,ICM-agentModel,2,12
999,MIMUW-StochSEIR,3,12
999,MIT_CovidAnalytics-DELPHI,4,12
999,RobertWalraven-ESG,5,12
999,epiforecasts-EpiExpert,6,12
999,epiforecasts-EpiNow2,7,12
999,UMass-MechBayes,8,12
999,epiforecasts-EpiExpert_Rt,9,12
999,epiforecasts-EpiExpert_direct,10,12
999,MUNI-ARIMA,11,12
999,Karlen-pypm,12,12
1000,EuroCOVIDhub-baseline,1,12
1000,ICM-agentModel,2,12
1000,MIMUW-StochSEIR,3,12
1000,MOCOS-agent1,4,12
1000,RobertWalraven-ESG,5,12
1000,epiforecasts-EpiExpert,6,12
1000,epiforecasts-EpiNow2,7,12
1000,UMass-MechBayes,8,12
1000,epiforecasts-EpiExpert_Rt,9,12
1000,epiforecasts-EpiExpert_direct,10,12
1000,MUNI-ARIMA,11,12
1000,Karlen-pypm,12,12
1001,EuroCOVIDhub-baseline,1,12
1001,ICM-agentModel,2,12
1001,MIT_CovidAnalytics-DELPHI,3,12
1001,MOCOS-agent1,4,12
1001,RobertWalraven-ESG,5,12
1001,epiforecasts-EpiExpert,6,12
1001,epiforecasts-EpiNow2,7,12
1001,UMass-MechBayes,8,12
1001,epiforecasts-EpiExpert_Rt,9,12
1001,epiforecasts-EpiExpert_direct,10,12
1001,MUNI-ARIMA,11,12
1001,Karlen-pypm,12,12
1002,EuroCOVIDhub-baseline,1,12
1002,IEM_Health-CovidProject,2,12
1002,ILM-EKF,3,12
1002,ITWW-county_repro,4,12
1002,MIMUW-StochSEIR,5,12
1002,MIT_CovidAnalytics-DELPHI,6,12
1002,MOCOS-agent1,7,12
1002,RobertWalraven-ESG,8,12
1002,epiforecasts-EpiExpert,9,12
1002,epiforecasts-EpiNow2,10,12
1002,UMass-MechBayes,11,12
1002,epiforecasts-EpiExpert_Rt,12,12
1003,EuroCOVIDhub-baseline,1,12
1003,IEM_Health-CovidProject,2,12
1003,ILM-EKF,3,12
1003,ITWW-county_repro,4,12
1003,MIMUW-StochSEIR,5,12
1003,MIT_CovidAnalytics-DELPHI,6,12
1003,MOCOS-agent1,7,12
1003,RobertWalraven-ESG,8,12
1003,epiforecasts-EpiExpert,9,12
1003,epiforecasts-EpiNow2,10,12
1003,UMass-MechBayes,11,12
1003,epiforecasts-EpiExpert_direct,12,12
1004,EuroCOVIDhub-baseline,1,12
1004,IEM_Health-CovidProject,2,12
1004,ILM-EKF,3,12
1004,ITWW-county_repro,4,12
1004,MIMUW-StochSEIR,5,12
1004,MIT_CovidAnalytics-DELPHI,6,12
1004,MOCOS-agent1,7,12
1004,RobertWalraven-ESG,8,12
1004,epiforecasts-EpiExpert,9,12
1004,epiforecasts-EpiNow2,10,12
1004,UMass-MechBayes,11,12
1004,MUNI-ARIMA,12,12
1005,EuroCOVIDhub-baseline,1,12
1005,IEM_Health-CovidProject,2,12
1005,ILM-EKF,3,12
1005,ITWW-county_repro,4,12
1005,MIMUW-StochSEIR,5,12
1005,MIT_CovidAnalytics-DELPHI,6,12
1005,MOCOS-agent1,7,12
1005,RobertWalraven-ESG,8,12
1005,epiforecasts-EpiExpert,9,12
1005,epiforecasts-EpiNow2,10,12
1005,UMass-MechBayes,11,12
1005,Karlen-pypm,12,12
1006,EuroCOVIDhub-baseline,1,12
1006,IEM_Health-CovidProject,2,12
1006,ILM-EKF,3,12
1006,ITWW-county_repro,4,12
1006,MIMUW-StochSEIR,5,12
1006,MIT_CovidAnalytics-DELPHI,6,12
1006,MOCOS-agent1,7,12
1006,RobertWalraven-ESG,8,12
1006,epiforecasts-EpiExpert,9,12
1006,epiforecasts-EpiNow2,10,12
1006,epiforecasts-EpiExpert_Rt,11,12
1006,epiforecasts-EpiExpert_direct,12,12
1007,EuroCOVIDhub-baseline,1,12
1007,IEM_Health-CovidProject,2,12
1007,ILM-EKF,3,12
1007,ITWW-county_repro,4,12
1007,MIMUW-StochSEIR,5,12
1007,MIT_CovidAnalytics-DELPHI,6,12
1007,MOCOS-agent1,7,12
1007,RobertWalraven-ESG,8,12
1007,epiforecasts-EpiExpert,9,12
1007,epiforecasts-EpiNow2,10,12
1007,epiforecasts-EpiExpert_Rt,11,12
1007,MUNI-ARIMA,12,12
1008,EuroCOVIDhub-baseline,1,12
1008,IEM_Health-CovidProject,2,12
1008,ILM-EKF,3,12
1008,ITWW-county_repro,4,12
1008,MIMUW-StochSEIR,5,12
1008,MIT_CovidAnalytics-DELPHI,6,12
1008,MOCOS-agent1,7,12
1008,RobertWalraven-ESG,8,12
1008,epiforecasts-EpiExpert,9,12
1008,epiforecasts-EpiNow2,10,12
1008,epiforecasts-EpiExpert_Rt,11,12
1008,Karlen-pypm,12,12
1009,EuroCOVIDhub-baseline,1,12
1009,IEM_Health-CovidProject,2,12
1009,ILM-EKF,3,12
1009,ITWW-county_repro,4,12
1009,MIMUW-StochSEIR,5,12
1009,MIT_CovidAnalytics-DELPHI,6,12
1009,MOCOS-agent1,7,12
1009,RobertWalraven-ESG,8,12
1009,epiforecasts-EpiExpert,9,12
1009,epiforecasts-EpiNow2,10,12
1009,epiforecasts-EpiExpert_direct,11,12
1009,MUNI-ARIMA,12,12
1010,EuroCOVIDhub-baseline,1,12
1010,IEM_Health-CovidProject,2,12
1010,ILM-EKF,3,12
1010,ITWW-county_repro,4,12
1010,MIMUW-StochSEIR,5,12
1010,MIT_CovidAnalytics-DELPHI,6,12
1010,MOCOS-agent1,7,12
1010,RobertWalraven-ESG,8,12
1010,epiforecasts-EpiExpert,9,12
1010,epiforecasts-EpiNow2,10,12
1010,epiforecasts-EpiExpert_direct,11,12
1010,Karlen-pypm,12,12
1011,EuroCOVIDhub-baseline,1,12
1011,IEM_Health-CovidProject,2,12
1011,ILM-EKF,3,12
1011,ITWW-county_repro,4,12
1011,MIMUW-StochSEIR,5,12
1011,MIT_CovidAnalytics-DELPHI,6,12
1011,MOCOS-agent1,7,12
1011,RobertWalraven-ESG,8,12
1011,epiforecasts-EpiExpert,9,12
1011,epiforecasts-EpiNow2,10,12
1011,MUNI-ARIMA,11,12
1011,Karlen-pypm,12,12
1012,EuroCOVIDhub-baseline,1,12
1012,IEM_Health-CovidProject,2,12
1012,ILM-EKF,3,12
1012,ITWW-county_repro,4,12
